mark_ref	matt_ref	score	pair_classes	lemma_insertions	lemma_deletions	lemma_replacements	inserted_lemmas	deleted_lemmas	moved_lemmas	mark_text	matt_text
Mark 14:4	Matt 26:8	0.297155	mark_expands;substitution;reordering	0	3	5	οραω;ο;μαθητης;λεγω	ειμι;τις;προς;εαυτου;ο;μυρον;γινομαι	ο	ἦσαν δέ τινες ἀγανακτοῦντες πρὸς ⸀ἑαυτούς· Εἰς τί ἡ ἀπώλεια αὕτη τοῦ μύρου γέγονεν;	ἰδόντες δὲ οἱ ⸀μαθηταὶ ἠγανάκτησαν λέγοντες· Εἰς τί ἡ ἀπώλεια αὕτη;
Mark 14:5	Matt 26:9	0.368972	mark_expands;substitution	0	6	3	πολυς	ο;μυρον;επανω;δηναριον;τριακοσιοι;ο;και;εμβριμαομαι;αυτος		ἠδύνατο γὰρ τοῦτο ⸂τὸ μύρον⸃ πραθῆναι ἐπάνω ⸂δηναρίων τριακοσίων⸃ καὶ δοθῆναι τοῖς πτωχοῖς· καὶ ἐνεβριμῶντο αὐτῇ.	ἐδύνατο γὰρ ⸀τοῦτο πραθῆναι πολλοῦ καὶ δοθῆναι πτωχοῖς.
Mark 14:6	Matt 26:10	0.570155	matt_expands;reordering	6	4	1	γινωσκω;δε;ο;γυνη;εργον;γαρ;εις	δε;αφιημι;αυτος;εργον;εν	δε;εργον	ὁ δὲ Ἰησοῦς εἶπεν· Ἄφετε αὐτήν· τί αὐτῇ κόπους παρέχετε; καλὸν ἔργον ἠργάσατο ἐν ἐμοί·	γνοὺς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Τί κόπους παρέχετε τῇ γυναικί; ἔργον γὰρ καλὸν ἠργάσατο εἰς ἐμέ·
Mark 14:7	Matt 26:11	0.534219	mark_expands	0	7	0		και;οταν;θελω;δυναμαι;αυτος;ευ;ποιεω		πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθʼ ἑαυτῶν, καὶ ὅταν θέλητε δύνασθε ⸀αὐτοῖς εὖ ποιῆσαι, ἐμὲ δὲ οὐ πάντοτε ἔχετε·	πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθʼ ἑαυτῶν, ἐμὲ δὲ οὐ πάντοτε ἔχετε·
Mark 14:8	Matt 26:12	0.129603	substitution;reordering	0	0	11	βαλλω;γαρ;ουτος;ο;μυρον;ουτος;επι;προς;ενταφιαζω;εγω;ποιεω	ος;εχω;ποιεω;προλαμβανω;μυριζω;εις;ενταφιασμος	ποιεω	ὃ ⸀ἔσχεν ἐποίησεν, προέλαβεν μυρίσαι ⸂τὸ σῶμά μου⸃ εἰς τὸν ἐνταφιασμόν.	βαλοῦσα γὰρ αὕτη τὸ μύρον τοῦτο ἐπὶ τοῦ σώματός μου πρὸς τὸ ἐνταφιάσαι με ἐποίησεν.
Mark 14:9	Matt 26:13	0.829363	mark_expands;substitution;reordering	1	2	2	ουτος;εν;λαλεω	δε;εις;λαλεω	λαλεω	ἀμὴν ⸀δὲ λέγω ὑμῖν, ὅπου ⸀ἐὰν κηρυχθῇ τὸ ⸀εὐαγγέλιον εἰς ὅλον τὸν κόσμον, καὶ ὃ ἐποίησεν αὕτη λαληθήσεται εἰς μνημόσυνον αὐτῆς.	ἀμὴν λέγω ὑμῖν, ὅπου ἐὰν κηρυχθῇ τὸ εὐαγγέλιον τοῦτο ἐν ὅλῳ τῷ κόσμῳ, λαληθήσεται καὶ ὃ ἐποίησεν αὕτη εἰς μνημόσυνον αὐτῆς.
Mark 14:10	Matt 26:14	0.296864	mark_expands;substitution;reordering	0	4	8	τοτε;πορευομαι;ο;λεγω;ιουδας;ισκαριωτης	και;ιουδας;ισκαριωθ;ο;απερχομαι;ινα;αυτος;παραδιδωμι;αυτος	ιουδας;ο	⸀Καὶ Ἰούδας ⸂Ἰσκαριὼθ ὁ⸃ εἷς τῶν δώδεκα ἀπῆλθεν πρὸς τοὺς ἀρχιερεῖς ἵνα αὐτὸν ⸂παραδοῖ αὐτοῖς⸃.	Τότε πορευθεὶς εἷς τῶν δώδεκα, ὁ λεγόμενος Ἰούδας Ἰσκαριώτης, πρὸς τοὺς ἀρχιερεῖς
Mark 14:11	Matt 26:16	0.148737	mark_expands;substitution;reordering	0	11	5	απο;τοτε;ζητεω;ευκαιρια;ινα	ο;δε;ακουω;χαιρω;επαγγελλομαι;αργυριον;διδωμι;και;ζητεω;πως;αυτος;ευκαιρως	ζητεω	οἱ δὲ ἀκούσαντες ἐχάρησαν καὶ ἐπηγγείλαντο αὐτῷ ἀργύριον δοῦναι. καὶ ἐζήτει πῶς ⸂αὐτὸν εὐκαίρως παραδοῖ⸃.	καὶ ἀπὸ τότε ἐζήτει εὐκαιρίαν ἵνα αὐτὸν παραδῷ.
Mark 14:12	Matt 26:17	0.488103	mark_expands;substitution;reordering	1	3	10	δε;προσερχομαι;ο;ιησους;λεγω;συ	και;ημερα;οτε;ο;πασχα;θυω;λεγω;αυτος;αυτος;απερχομαι;ινα	λεγω;ο	Καὶ τῇ πρώτῃ ἡμέρᾳ τῶν ἀζύμων, ὅτε τὸ πάσχα ἔθυον, λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ· Ποῦ θέλεις ἀπελθόντες ἑτοιμάσωμεν ἵνα φάγῃς τὸ πάσχα;	Τῇ δὲ πρώτῃ τῶν ἀζύμων προσῆλθον οἱ μαθηταὶ τῷ Ἰησοῦ ⸀λέγοντες· Ποῦ θέλεις ⸀ἑτοιμάσωμέν σοι φαγεῖν τὸ πάσχα;
Mark 14:14	Matt 26:18	0.243747	matt_expands;substitution;reordering	10	4	11	ο;δε;λεγω;υπαγω;εις;ο;πολις;προς;ο;δεινα;αυτος;ο;καιρος;εγω;εγγυς;προς;συ;ποιεω	οπου;εαν;εισερχομαι;ο;οικοδεσποτης;οτι;που;ο;καταλυμα;εγω;οπου;εσθιω	εγω;ο	καὶ ὅπου ⸀ἐὰν εἰσέλθῃ εἴπατε τῷ οἰκοδεσπότῃ ὅτι Ὁ διδάσκαλος λέγει· Ποῦ ἐστιν τὸ κατάλυμά ⸀μου ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω;	ὁ δὲ εἶπεν· Ὑπάγετε εἰς τὴν πόλιν πρὸς τὸν δεῖνα καὶ εἴπατε αὐτῷ· Ὁ διδάσκαλος λέγει· Ὁ καιρός μου ἐγγύς ἐστιν· πρὸς σὲ ποιῶ τὸ πάσχα μετὰ τῶν μαθητῶν μου.
Mark 14:16	Matt 26:19	0.285057	substitution;reordering	0	0	10	ποιεω;ως;συντασσω;αυτος;ιησους	εξερχομαι;και;ερχομαι;εις;πολις;και;ευρισκω;καθως;λεγω;αυτος	αυτος	καὶ ἐξῆλθον οἱ ⸀μαθηταὶ καὶ ἦλθον εἰς τὴν πόλιν καὶ εὗρον καθὼς εἶπεν αὐτοῖς, καὶ ἡτοίμασαν τὸ πάσχα.	καὶ ἐποίησαν οἱ μαθηταὶ ὡς συνέταξεν αὐτοῖς ὁ Ἰησοῦς, καὶ ἡτοίμασαν τὸ πάσχα.
Mark 14:17	Matt 26:20	0.458714	matt_expands	2	1	1	δε;ανακειμαι;μαθητης	και;ερχομαι		Καὶ ὀψίας γενομένης ἔρχεται μετὰ τῶν δώδεκα.	Ὀψίας δὲ γενομένης ἀνέκειτο μετὰ τῶν δώδεκα ⸀μαθητῶν
Mark 14:18	Matt 26:21	0.589282	mark_expands;substitution;reordering	0	7	2	αυτος	και;ανακειμαι;αυτος;ο;ιησους;ο;εσθιω;μετα;εγω	αυτος	καὶ ἀνακειμένων αὐτῶν καὶ ἐσθιόντων ⸂ὁ Ἰησοῦς εἶπεν⸃· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με ὁ ἐσθίων μετʼ ἐμοῦ.	καὶ ἐσθιόντων αὐτῶν εἶπεν· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με.
Mark 14:19	Matt 26:22	0.377484	matt_expands;substitution;reordering	5	2	2	και;λυπεω;σφοδρα;εκαστος;ειμι;κυριος	λυπεω;και;κατα;εις	και;λυπεω	⸀ἤρξαντο λυπεῖσθαι καὶ λέγειν αὐτῷ εἷς κατὰ εἷς· Μήτι ⸀ἐγώ;	καὶ λυπούμενοι σφόδρα ἤρξαντο λέγειν αὐτῷ ⸂εἷς ἕκαστος⸃· Μήτι ἐγώ εἰμι, κύριε;
Mark 14:20	Matt 26:23	0.350551	substitution;reordering	4	4	3	αποκρινομαι;ο;χειρ;εν;ουτος;εγω;παραδιδωμι	αυτος;εις;ο;δωδεκα;εις	ο	ὁ ⸀δὲ εἶπεν αὐτοῖς· ⸀Εἷς τῶν δώδεκα, ὁ ἐμβαπτόμενος μετʼ ἐμοῦ εἰς ⸀τὸ τρύβλιον·	ὁ δὲ ἀποκριθεὶς εἶπεν· Ὁ ἐμβάψας μετʼ ἐμοῦ ⸂τὴν χεῖρα ἐν τῷ τρυβλίῳ⸃ οὗτός με παραδώσει·
Mark 14:21	Matt 26:24	0.895321	close_match	1	1	0	ειμι	οτι		⸀ὅτι ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· ⸀καλὸν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος.	ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· καλὸν ἦν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος.
Mark 14:22	Matt 26:26	0.744902	matt_expands;substitution;reordering	5	1	2	δε;ο;ιησους;και;ο;μαθητης;εσθιω	και;αυτος;και	και	Καὶ ἐσθιόντων αὐτῶν ⸀λαβὼν ἄρτον εὐλογήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς καὶ εἶπεν· ⸀Λάβετε, τοῦτό ἐστιν τὸ σῶμά μου.	Ἐσθιόντων δὲ αὐτῶν λαβὼν ὁ Ἰησοῦς ⸀ἄρτον καὶ ⸀εὐλογήσας ἔκλασεν καὶ ⸂δοὺς τοῖς μαθηταῖς⸃ εἶπεν· Λάβετε φάγετε, τοῦτό ἐστιν τὸ σῶμά μου.
Mark 14:23	Matt 26:27	0.843287	reordering	1	0	1	και;λεγω	και	και	καὶ ⸀λαβὼν ποτήριον εὐχαριστήσας ἔδωκεν αὐτοῖς, καὶ ἔπιον ἐξ αὐτοῦ πάντες.	καὶ ⸀λαβὼν ποτήριον καὶ εὐχαριστήσας ἔδωκεν αὐτοῖς λέγων· Πίετε ἐξ αὐτοῦ πάντες,
Mark 14:24	Matt 26:28	0.514659	substitution;reordering	3	3	3	γαρ;περι;πολυς;εις;αφεσις;αμαρτια	και;λεγω;αυτος;υπερ;πολυς	πολυς	καὶ εἶπεν αὐτοῖς· Τοῦτό ἐστιν τὸ αἷμά μου ⸀τῆς διαθήκης τὸ ⸂ἐκχυννόμενον ὑπὲρ πολλῶν⸃.	τοῦτο γάρ ἐστιν τὸ αἷμά ⸀μου ⸀τῆς διαθήκης τὸ περὶ πολλῶν ἐκχυννόμενον εἰς ἄφεσιν ἁμαρτιῶν·
Mark 14:25	Matt 26:29	0.672431	matt_expands;substitution	6	3	2	δε;απο;αρτι;ουτος;μετα;συ;πατηρ;εγω	αμην;οτι;ουκετι;θεος		ἀμὴν λέγω ὑμῖν ὅτι οὐκέτι οὐ μὴ πίω ἐκ τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ θεοῦ.	λέγω δὲ ⸀ὑμῖν, οὐ μὴ πίω ἀπʼ ἄρτι ἐκ τούτου τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω μεθʼ ὑμῶν καινὸν ἐν τῇ βασιλείᾳ τοῦ πατρός μου.
Mark 14:26	Matt 26:30	1.0	close_match	0	0	0				Καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.	καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.
Mark 14:27	Matt 26:31	0.618237	matt_expands;substitution;reordering	3	1	9	τοτε;συ;εν;εγω;εν;ο;νυξ;ουτος;γαρ;διασκορπιζω;ο;ποιμνη	και;οτι;οτι;διασκορπιζω	διασκορπιζω	Καὶ λέγει αὐτοῖς ὁ Ἰησοῦς ὅτι Πάντες ⸀σκανδαλισθήσεσθε, ὅτι γέγραπται· Πατάξω τὸν ποιμένα, καὶ ⸂τὰ πρόβατα διασκορπισθήσονται⸃.	Τότε λέγει αὐτοῖς ὁ Ἰησοῦς· Πάντες ὑμεῖς σκανδαλισθήσεσθε ἐν ἐμοὶ ἐν τῇ νυκτὶ ταύτῃ, γέγραπται γάρ· Πατάξω τὸν ποιμένα, καὶ ⸀διασκορπισθήσονται τὰ πρόβατα τῆς ποίμνης·
Mark 14:28	Matt 26:32	0.981902	close_match	1	1	0	δε	αλλα		ἀλλὰ μετὰ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν.	μετὰ δὲ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν.
Mark 14:29	Matt 26:33	0.318858	matt_expands;substitution;reordering	4	2	3	αποκρινομαι;δε;λεγω;εν;συ;ουδεποτε;σκανδαλιζω	δε;φημι;και;αλλα;ου	δε	ὁ δὲ Πέτρος ἔφη αὐτῷ· ⸂Εἰ καὶ⸃ πάντες σκανδαλισθήσονται, ἀλλʼ οὐκ ἐγώ.	ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν αὐτῷ· Εἰ πάντες σκανδαλισθήσονται ἐν σοί, ⸀ἐγὼ οὐδέποτε σκανδαλισθήσομαι.
Mark 14:30	Matt 26:34	0.549376	mark_expands;substitution;reordering	1	3	4	φημι;εν;απαρνεομαι	και;λεγω;συ;σημερον;η;δις;απαρνεομαι	απαρνεομαι	καὶ λέγει αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι σὺ σήμερον ⸂ταύτῃ τῇ νυκτὶ⸃ πρὶν ἢ δὶς ἀλέκτορα φωνῆσαι τρίς ⸂με ἀπαρνήσῃ⸃.	ἔφη αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι ἐν ταύτῃ τῇ νυκτὶ πρὶν ἀλέκτορα φωνῆσαι τρὶς ἀπαρνήσῃ με.
Mark 14:31	Matt 26:35	0.330859	matt_expands;substitution	5	0	7	λεγω;αυτος;πετρος;καν;συν;αποθνησκω;ομοιως;ο;μαθητης	δε;εκπερισσως;λαλεω;εαν;συναποθνησκω;ωσαυτως;δε		ὁ δὲ ⸂ἐκπερισσῶς ἐλάλει⸃· Ἐὰν ⸂δέῃ με⸃ συναποθανεῖν σοι, οὐ μή σε ⸀ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον.	λέγει αὐτῷ ὁ Πέτρος· Κἂν δέῃ με σὺν σοὶ ἀποθανεῖν, οὐ μή σε ⸀ἀπαρνήσομαι. ⸀ὁμοίως καὶ πάντες οἱ μαθηταὶ εἶπαν.
Mark 14:32	Matt 26:36	0.450378	matt_expands;substitution;reordering	7	1	5	τοτε;μετα;αυτος;ο;ιησους;λεγω;αυτου;ος;απερχομαι;εκει	και;ος;ο;ονομα;αυτος;ωδε	αυτος;ο;ος	Καὶ ἔρχονται εἰς χωρίον οὗ τὸ ὄνομα Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς αὐτοῦ· Καθίσατε ὧδε ἕως προσεύξωμαι.	Τότε ἔρχεται μετʼ αὐτῶν ὁ Ἰησοῦς εἰς χωρίον λεγόμενον Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς· Καθίσατε αὐτοῦ ἕως οὗ ἀπελθὼν ⸂ἐκεῖ προσεύξωμαι⸃.
Mark 14:33	Matt 26:37	0.330912	substitution	0	0	7	ο;δυο;υιος;ζεβεδαιος;λυπεω	ιακωβος;και;ιωαννης;μετα;αυτος;και;εκθαμβεομαι		καὶ παραλαμβάνει τὸν Πέτρον καὶ ⸂Ἰάκωβον καὶ⸃ Ἰωάννην μετʼ ⸀αὐτοῦ, καὶ ἤρξατο ἐκθαμβεῖσθαι καὶ ἀδημονεῖν,	καὶ παραλαβὼν τὸν Πέτρον καὶ τοὺς δύο υἱοὺς Ζεβεδαίου ἤρξατο λυπεῖσθαι καὶ ἀδημονεῖν.
Mark 14:34	Matt 26:38	0.911364	matt_expands	2	0	1	τοτε;μετα;εγω	και		καὶ λέγει αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε.	τότε λέγει ⸀αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε μετʼ ἐμοῦ.
Mark 14:35	Matt 26:39	0.472349	substitution;reordering	0	0	17	προσωπον;αυτος;προσευχομαι;λεγω;πατηρ;εγω;εγω;ποτηριον;ουτος;πλην;ου;ως;εγω;θελω;αλλα;ως;συ	ο;γη;προσευχομαι;ινα;αυτος;ωρα	αυτος;προσευχομαι	καὶ ⸂προελθὼν μικρὸν ἔπιπτεν⸃ ἐπὶ τῆς γῆς, καὶ προσηύχετο ἵνα εἰ δυνατόν ἐστιν παρέλθῃ ἀπʼ αὐτοῦ ἡ ὥρα,	καὶ ⸀προελθὼν μικρὸν ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ προσευχόμενος καὶ λέγων· Πάτερ μου, εἰ δυνατόν ἐστιν, παρελθάτω ἀπʼ ἐμοῦ τὸ ποτήριον τοῦτο· πλὴν οὐχ ὡς ἐγὼ θέλω ἀλλʼ ὡς σύ.
Mark 14:37	Matt 26:40	0.688193	matt_expands;substitution	5	0	2	προς;ο;μαθητης;ουτως;μετα;εγω	σιμων;καθευδω		καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι;	καὶ ἔρχεται πρὸς τοὺς μαθητὰς καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Οὕτως οὐκ ἰσχύσατε μίαν ὥραν γρηγορῆσαι μετʼ ἐμοῦ;
Mark 14:38	Matt 26:41	0.802674	close_match	0	0	1	εισερχομαι	ερχομαι		γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ⸀ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.	γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ εἰσέλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.
Mark 14:39	Matt 26:42	0.22593	matt_expands;substitution;reordering	15	1	3	εκ;δευτερος;λεγω;πατηρ;εγω;ει;ου;δυναμαι;ουτος;παρερχομαι;εαν;μη;αυτος;πινω;γινομαι;θελημα;συ	και;αυτος;λογος;λεγω	αυτος;λεγω	καὶ πάλιν ἀπελθὼν προσηύξατο τὸν αὐτὸν λόγον εἰπών.	πάλιν ἐκ δευτέρου ἀπελθὼν προσηύξατο λέγων· Πάτερ μου, εἰ οὐ δύναται ⸀τοῦτο ⸀παρελθεῖν ἐὰν μὴ αὐτὸ πίω, γενηθήτω τὸ θέλημά σου.
Mark 14:40	Matt 26:43	0.451763	substitution;reordering	1	1	7	ερχομαι;βαρεω	ερχομαι;καταβαρυνομαι;και;ου;οιδα;τις;αποκρινομαι;αυτος	ερχομαι	καὶ ⸂πάλιν ἐλθὼν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ ⸂αὐτῶν οἱ ὀφθαλμοὶ⸃ ⸀καταβαρυνόμενοι, καὶ οὐκ ᾔδεισαν τί ⸂ἀποκριθῶσιν αὐτῷ⸃.	καὶ ἐλθὼν ⸂πάλιν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ αὐτῶν οἱ ὀφθαλμοὶ βεβαρημένοι.
Mark 14:41	Matt 26:45	0.565567	substitution;reordering	2	2	6	τοτε;προς;μαθητης;ιδου;εγγιζω;και;παραδιδωμι	και;τριτος;απεχω;ερχομαι;ιδου;παραδιδωμι;ο;ο	ιδου;και;παραδιδωμι	καὶ ἔρχεται τὸ τρίτον καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἀπέχει· ἦλθεν ἡ ὥρα, ἰδοὺ παραδίδοται ὁ υἱὸς τοῦ ἀνθρώπου εἰς τὰς χεῖρας τῶν ἁμαρτωλῶν.	τότε ἔρχεται πρὸς τοὺς ⸀μαθητὰς καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἰδοὺ ἤγγικεν ἡ ὥρα καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς χεῖρας ἁμαρτωλῶν.
Mark 14:42	Matt 26:46	0.748401	reordering	1	1	0	εγγιζω	εγγιζω	εγγιζω	ἐγείρεσθε ἄγωμεν· ἰδοὺ ὁ παραδιδούς με ἤγγικεν.	ἐγείρεσθε ἄγωμεν· ἰδοὺ ἤγγικεν ὁ παραδιδούς με.
Mark 14:43	Matt 26:47	0.56809	matt_expands;substitution;reordering	3	1	6	ιδου;ερχομαι;πολυς;απο;πρεσβυτερος;λαος	ευθυς;παραγινομαι;παρα;γραμματευς;και;ο;πρεσβυτερος	πρεσβυτερος	Καὶ ⸀εὐθὺς ἔτι αὐτοῦ λαλοῦντος παραγίνεται ⸀Ἰούδας ⸀εἷς τῶν δώδεκα καὶ μετʼ αὐτοῦ ⸀ὄχλος μετὰ μαχαιρῶν καὶ ξύλων παρὰ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ τῶν πρεσβυτέρων.	Καὶ ἔτι αὐτοῦ λαλοῦντος ἰδοὺ Ἰούδας εἷς τῶν δώδεκα ἦλθεν καὶ μετʼ αὐτοῦ ὄχλος πολὺς μετὰ μαχαιρῶν καὶ ξύλων ἀπὸ τῶν ἀρχιερέων καὶ πρεσβυτέρων τοῦ λαοῦ.
Mark 14:44	Matt 26:48	0.460806	mark_expands;substitution;reordering	1	4	2	ο;διδωμι;σημειον	διδωμι;ο;συσσημον;και;απαγω;ασφαλως	διδωμι;ο	δεδώκει δὲ ὁ παραδιδοὺς αὐτὸν σύσσημον αὐτοῖς λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτὸν καὶ ⸀ἀπάγετε ἀσφαλῶς.	ὁ δὲ παραδιδοὺς αὐτὸν ἔδωκεν αὐτοῖς σημεῖον λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτόν.
Mark 14:45	Matt 26:49	0.408535	substitution	1	0	4	ευθεως;ο;ιησους;χαιρω	ερχομαι;ευθυς;αυτος		καὶ ἐλθὼν ⸀εὐθὺς προσελθὼν αὐτῷ λέγει· ⸀Ῥαββί, καὶ κατεφίλησεν αὐτόν.	καὶ εὐθέως προσελθὼν τῷ Ἰησοῦ εἶπεν· Χαῖρε, ῥαββί· καὶ κατεφίλησεν αὐτόν.
Mark 14:46	Matt 26:50	0.321981	matt_expands;substitution;reordering	9	0	3	ιησους;λεγω;αυτος;εταιρος;επι;ος;παρειμι;τοτε;προσερχομαι;επι;ο;ιησους	αυτος	αυτος	οἱ δὲ ἐπέβαλαν ⸂τὰς χεῖρας αὐτῷ⸃ καὶ ἐκράτησαν αὐτόν.	ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Ἑταῖρε, ἐφʼ ⸀ὃ πάρει. τότε προσελθόντες ἐπέβαλον τὰς χεῖρας ἐπὶ τὸν Ἰησοῦν καὶ ἐκράτησαν αὐτόν.
Mark 14:47	Matt 26:51	0.288391	mark_expands;substitution;reordering	2	3	10	και;ιδου;μετα;ιησους;εκτεινω;ο;χειρ;αποσπαω;αυτος;και;πατασσω;ωτιον	δε;τις;παριστημι;σπαομαι;παιω;και;ωταριον	και	εἷς δέ ⸀τις τῶν παρεστηκότων σπασάμενος τὴν μάχαιραν ἔπαισεν τὸν δοῦλον τοῦ ἀρχιερέως καὶ ἀφεῖλεν αὐτοῦ τὸ ⸀ὠτάριον.	καὶ ἰδοὺ εἷς τῶν μετὰ Ἰησοῦ ἐκτείνας τὴν χεῖρα ἀπέσπασεν τὴν μάχαιραν αὐτοῦ καὶ πατάξας τὸν δοῦλον τοῦ ἀρχιερέως ἀφεῖλεν αὐτοῦ τὸ ὠτίον.
Mark 14:48	Matt 26:52	0.129303	substitution;reordering	0	0	19	τοτε;λεγω;αυτος;αποστρεφω;ο;μαχαιρα;συ;εις;ο;τοπος;πας;γαρ;ο;λαμβανω;εν;μαχαιρα;απολλυμι	και;αποκρινομαι;λεγω;ως;επι;ληστης;εξερχομαι;μετα;και;ξυλον;συλλαμβανω;εγω	λεγω	καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με;	τότε λέγει αὐτῷ ὁ Ἰησοῦς· Ἀπόστρεψον ⸂τὴν μάχαιράν σου⸃ εἰς τὸν τόπον αὐτῆς, πάντες γὰρ οἱ λαβόντες μάχαιραν ἐν μαχαίρῃ ⸀ἀπολοῦνται·
Mark 14:49	Matt 26:55	0.253332	matt_expands;reordering	20	8	0	εν;εκεινος;ο;ωρα;λεγω;ο;ιησους;ο;οχλος;ως;επι;ληστης;εξερχομαι;μετα;μαχαιρα;και;ξυλον;συλλαμβανω;εγω;καθεζομαι	ειμι;προς;συ;αλλα;ινα;πληροω;ο;γραφη	ο	καθʼ ἡμέραν ἤμην πρὸς ὑμᾶς ἐν τῷ ἱερῷ διδάσκων καὶ οὐκ ἐκρατήσατέ με· ἀλλʼ ἵνα πληρωθῶσιν αἱ γραφαί.	ἐν ἐκείνῃ τῇ ὥρᾳ εἶπεν ὁ Ἰησοῦς τοῖς ὄχλοις· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με; καθʼ ⸀ἡμέραν ⸂ἐν τῷ ἱερῷ ἐκαθεζόμην διδάσκων⸃ καὶ οὐκ ἐκρατήσατέ με.
Mark 14:50	Matt 26:56	0.240637	substitution;reordering	0	1	14	ουτος;δε;ολος;γινομαι;ινα;πληροω;ο;γραφη;ο;προφητης;τοτε;ο;μαθητης;πας	και;πας	πας	καὶ ἀφέντες αὐτὸν ⸂ἔφυγον πάντες⸃.	τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῶσιν αἱ γραφαὶ τῶν προφητῶν. τότε οἱ μαθηταὶ πάντες ἀφέντες αὐτὸν ἔφυγον.
