mark_ref,matt_ref,macro_block,micro_block,score,wj_content,wj_bigram,sr_content,wj_all,rare_inter,pair_classes,lemma_insertions,lemma_deletions,lemma_replacements,lemma_moved_tokens,common_lemmas,mark_only_lemmas,matt_only_lemmas,mark_variant_note_count,matt_variant_note_count,mark_text,matt_text
Mark 14:31,Matt 26:35,23,45,0.330859,0.328667,0.142228,0.583333,0.307354,26.71477,matt_expands;substitution,5,0,7,,απαρνεομαι;δεω;εγω;και;λεγω;μη;ο;ου;πας;συ,δε;εαν;εκπερισσως;λαλεω;συναποθνησκω;ωσαυτως,αποθνησκω;αυτος;καν;μαθητης;ομοιως;πετρος;συν,3,2,"ὁ δὲ ⸂ἐκπερισσῶς ἐλάλει⸃· Ἐὰν ⸂δέῃ με⸃ συναποθανεῖν σοι, οὐ μή σε ⸀ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον.","λέγει αὐτῷ ὁ Πέτρος· Κἂν δέῃ με σὺν σοὶ ἀποθανεῖν, οὐ μή σε ⸀ἀπαρνήσομαι. ⸀ὁμοίως καὶ πάντες οἱ μαθηταὶ εἶπαν."
Mark 14:32,Matt 26:36,23,45,0.450378,0.504336,0.159112,0.636364,0.563766,34.549374,matt_expands;substitution;reordering,7,1,5,αυτος;ο;ος,αυτος;γεθσημανι;εις;ερχομαι;εως;καθιζω;και;λεγω;μαθητης;ο;ος;προσευχομαι;χωριον,ονομα;ωδε,απερχομαι;αυτου;εκει;ιησους;μετα;τοτε,0,1,"Καὶ ἔρχονται εἰς χωρίον οὗ τὸ ὄνομα Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς αὐτοῦ· Καθίσατε ὧδε ἕως προσεύξωμαι.","Τότε ἔρχεται μετʼ αὐτῶν ὁ Ἰησοῦς εἰς χωρίον λεγόμενον Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς· Καθίσατε αὐτοῦ ἕως οὗ ἀπελθὼν ⸂ἐκεῖ προσεύξωμαι⸃."
Mark 14:33,Matt 26:37,23,45,0.330912,0.370914,0.083211,0.533333,0.365313,22.119288,substitution,0,0,7,,αδημονεω;αρχω;και;ο;παραλαμβανω;πετρος,αυτος;εκθαμβεομαι;ιακωβος;ιωαννης;μετα,δυο;ζεβεδαιος;λυπεω;υιος,2,0,"καὶ παραλαμβάνει τὸν Πέτρον καὶ ⸂Ἰάκωβον καὶ⸃ Ἰωάννην μετʼ ⸀αὐτοῦ, καὶ ἤρξατο ἐκθαμβεῖσθαι καὶ ἀδημονεῖν,",καὶ παραλαβὼν τὸν Πέτρον καὶ τοὺς δύο υἱοὺς Ζεβεδαίου ἤρξατο λυπεῖσθαι καὶ ἀδημονεῖν.
Mark 14:34,Matt 26:38,23,45,0.911364,0.912242,0.901544,0.941176,0.872334,40.524079,matt_expands,2,0,1,,αυτος;γρηγορεω;εγω;ειμι;εως;θανατος;και;λεγω;μενω;ο;περιλυπος;ψυχη;ωδε,,μετα;τοτε,0,1,καὶ λέγει αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε.,τότε λέγει ⸀αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε μετʼ ἐμοῦ.
Mark 14:35,Matt 26:39,23,45,0.472349,0.525229,0.250505,0.636364,0.460964,37.999027,substitution;reordering,0,0,17,αυτος;προσευχομαι,απο;αυτος;δυνατος;ει;ειμι;επι;και;μικρος;ο;παρερχομαι;πιπτω;προερχομαι;προσευχομαι,γη;ινα;ωρα,αλλα;εγω;θελω;λεγω;ου;ουτος;πατηρ;πλην;ποτηριον;προσωπον;συ;ως,1,1,"καὶ ⸂προελθὼν μικρὸν ἔπιπτεν⸃ ἐπὶ τῆς γῆς, καὶ προσηύχετο ἵνα εἰ δυνατόν ἐστιν παρέλθῃ ἀπʼ αὐτοῦ ἡ ὥρα,","καὶ ⸀προελθὼν μικρὸν ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ προσευχόμενος καὶ λέγων· Πάτερ μου, εἰ δυνατόν ἐστιν, παρελθάτω ἀπʼ ἐμοῦ τὸ ποτήριον τοῦτο· πλὴν οὐχ ὡς ἐγὼ θέλω ἀλλʼ ὡς σύ."
Mark 14:37,Matt 26:40,23,45,0.688193,0.761778,0.451017,0.833333,0.659722,44.461973,matt_expands;substitution,5,0,2,,αυτος;γρηγορεω;εις;ερχομαι;ευρισκω;ισχυω;καθευδω;και;λεγω;ο;ου;πετρος;ωρα,σιμων,εγω;μαθητης;μετα;ουτως;προς,0,0,"καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι;","καὶ ἔρχεται πρὸς τοὺς μαθητὰς καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Οὕτως οὐκ ἰσχύσατε μίαν ὥραν γρηγορῆσαι μετʼ ἐμοῦ;"
Mark 14:38,Matt 26:41,23,45,0.802674,0.86138,0.591953,0.888889,0.892873,46.759587,close_match,0,0,1,,ασθενης;γρηγορεω;δε;εις;ινα;και;μεν;μη;ο;πειρασμος;πνευμα;προθυμος;προσευχομαι;σαρξ,ερχομαι,εισερχομαι,1,0,"γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ⸀ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.","γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ εἰσέλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής."
Mark 14:39,Matt 26:42,23,45,0.22593,0.233117,0.060538,0.421053,0.216824,16.33759,matt_expands;substitution;reordering,15,1,3,αυτος;λεγω,απερχομαι;αυτος;λεγω;ο;παλιν;προσευχομαι,και;λογος,γινομαι;δευτερος;δυναμαι;εαν;εγω;ει;εκ;θελημα;μη;ου;ουτος;παρερχομαι;πατηρ;πινω;συ,0,2,καὶ πάλιν ἀπελθὼν προσηύξατο τὸν αὐτὸν λόγον εἰπών.,"πάλιν ἐκ δευτέρου ἀπελθὼν προσηύξατο λέγων· Πάτερ μου, εἰ οὐ δύναται ⸀τοῦτο ⸀παρελθεῖν ἐὰν μὴ αὐτὸ πίω, γενηθήτω τὸ θέλημά σου."
Mark 14:40,Matt 26:43,23,45,0.451763,0.491277,0.242346,0.588235,0.524554,26.201894,substitution;reordering,1,1,7,ερχομαι,αυτος;γαρ;ειμι;ερχομαι;ευρισκω;καθευδω;και;ο;οφθαλμος;παλιν,αποκρινομαι;καταβαρυνομαι;οιδα;ου;τις,βαρεω,4,1,"καὶ ⸂πάλιν ἐλθὼν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ ⸂αὐτῶν οἱ ὀφθαλμοὶ⸃ ⸀καταβαρυνόμενοι, καὶ οὐκ ᾔδεισαν τί ⸂ἀποκριθῶσιν αὐτῷ⸃.","καὶ ἐλθὼν ⸂πάλιν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ αὐτῶν οἱ ὀφθαλμοὶ βεβαρημένοι."
Mark 14:41,Matt 26:45,23,45,0.565567,0.663607,0.226391,0.714286,0.67489,51.580495,substitution;reordering,2,2,6,ιδου;και;παραδιδωμι,αμαρτωλος;αναπαυω;ανθρωπος;αυτος;εις;ερχομαι;ιδου;καθευδω;και;λεγω;λοιπος;ο;παραδιδωμι;υιος;χειρ;ωρα,απεχω;τριτος,εγγιζω;μαθητης;προς;τοτε,1,2,"καὶ ἔρχεται τὸ τρίτον καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἀπέχει· ἦλθεν ἡ ὥρα, ἰδοὺ παραδίδοται ὁ υἱὸς τοῦ ἀνθρώπου εἰς τὰς χεῖρας τῶν ἁμαρτωλῶν.",τότε ἔρχεται πρὸς τοὺς ⸀μαθητὰς καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἰδοὺ ἤγγικεν ἡ ὥρα καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς χεῖρας ἁμαρτωλῶν.
Mark 14:42,Matt 26:46,23,45,0.748401,1.0,0.193604,0.75,1.0,21.416642,reordering,1,1,0,εγγιζω,αγω;εγγιζω;εγειρω;εγω;ιδου;ο;παραδιδωμι,,,0,0,ἐγείρεσθε ἄγωμεν· ἰδοὺ ὁ παραδιδούς με ἤγγικεν.,ἐγείρεσθε ἄγωμεν· ἰδοὺ ἤγγικεν ὁ παραδιδούς με.
Mark 14:43,Matt 26:47,23,45,0.56809,0.647472,0.256666,0.769231,0.587153,52.783656,matt_expands;substitution;reordering,3,1,6,πρεσβυτερος,αρχιερευς;αυτος;δωδεκα;εις;ετι;ιουδας;και;λαλεω;μαχαιρα;μετα;ξυλον;ο;οχλος;πρεσβυτερος,γραμματευς;ευθυς;παρα;παραγινομαι,απο;ερχομαι;ιδου;λαος;πολυς,4,0,Καὶ ⸀εὐθὺς ἔτι αὐτοῦ λαλοῦντος παραγίνεται ⸀Ἰούδας ⸀εἷς τῶν δώδεκα καὶ μετʼ αὐτοῦ ⸀ὄχλος μετὰ μαχαιρῶν καὶ ξύλων παρὰ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ τῶν πρεσβυτέρων.,Καὶ ἔτι αὐτοῦ λαλοῦντος ἰδοὺ Ἰούδας εἷς τῶν δώδεκα ἦλθεν καὶ μετʼ αὐτοῦ ὄχλος πολὺς μετὰ μαχαιρῶν καὶ ξύλων ἀπὸ τῶν ἀρχιερέων καὶ πρεσβυτέρων τοῦ λαοῦ.
Mark 14:44,Matt 26:48,23,45,0.460806,0.472874,0.266993,0.625,0.56264,24.665237,mark_expands;substitution;reordering,1,4,2,διδωμι;ο,αν;αυτος;δε;διδωμι;ειμι;κρατεω;λεγω;ο;ος;παραδιδωμι;φιλεω,απαγω;ασφαλως;και;συσσημον,σημειον,1,0,δεδώκει δὲ ὁ παραδιδοὺς αὐτὸν σύσσημον αὐτοῖς λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτὸν καὶ ⸀ἀπάγετε ἀσφαλῶς.,ὁ δὲ παραδιδοὺς αὐτὸν ἔδωκεν αὐτοῖς σημεῖον λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτόν.
Mark 14:45,Matt 26:49,23,45,0.408535,0.468177,0.103565,0.615385,0.488872,20.168995,substitution,1,0,4,,αυτος;και;καταφιλεω;λεγω;προσερχομαι;ραββι,ερχομαι;ευθυς,ευθεως;ιησους;ο;χαιρω,2,0,"καὶ ἐλθὼν ⸀εὐθὺς προσελθὼν αὐτῷ λέγει· ⸀Ῥαββί, καὶ κατεφίλησεν αὐτόν.","καὶ εὐθέως προσελθὼν τῷ Ἰησοῦ εἶπεν· Χαῖρε, ῥαββί· καὶ κατεφίλησεν αὐτόν."
Mark 14:46,Matt 26:50,23,45,0.321981,0.366106,0.103335,0.461538,0.390921,16.281611,matt_expands;substitution;reordering,9,0,3,αυτος,αυτος;δε;επιβαλλω;και;κρατεω;ο;χειρ,,επι;εταιρος;ιησους;λεγω;ος;παρειμι;προσερχομαι;τοτε,1,1,οἱ δὲ ἐπέβαλαν ⸂τὰς χεῖρας αὐτῷ⸃ καὶ ἐκράτησαν αὐτόν.,"ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Ἑταῖρε, ἐφʼ ⸀ὃ πάρει. τότε προσελθόντες ἐπέβαλον τὰς χεῖρας ἐπὶ τὸν Ἰησοῦν καὶ ἐκράτησαν αὐτόν."
Mark 14:47,Matt 26:51,23,45,0.288391,0.291055,0.12101,0.5,0.271635,27.073349,mark_expands;substitution;reordering,2,3,10,και,αρχιερευς;αυτος;αφαιρεω;δουλος;εις;και;μαχαιρα;ο,δε;παιω;παριστημι;σπαομαι;τις;ωταριον,αποσπαω;εκτεινω;ιδου;ιησους;μετα;πατασσω;χειρ;ωτιον,2,0,εἷς δέ ⸀τις τῶν παρεστηκότων σπασάμενος τὴν μάχαιραν ἔπαισεν τὸν δοῦλον τοῦ ἀρχιερέως καὶ ἀφεῖλεν αὐτοῦ τὸ ⸀ὠτάριον.,καὶ ἰδοὺ εἷς τῶν μετὰ Ἰησοῦ ἐκτείνας τὴν χεῖρα ἀπέσπασεν τὴν μάχαιραν αὐτοῦ καὶ πατάξας τὸν δοῦλον τοῦ ἀρχιερέως ἀφεῖλεν αὐτοῦ τὸ ὠτίον.
Mark 14:48,Matt 26:52,23,45,0.129303,0.162395,0.0,0.210526,0.141204,11.256289,substitution;reordering,0,0,19,λεγω,αυτος;ιησους;λεγω;μαχαιρα;ο,αποκρινομαι;εγω;εξερχομαι;επι;και;ληστης;μετα;ξυλον;συλλαμβανω;ως,απολλυμι;αποστρεφω;γαρ;εις;εν;λαμβανω;πας;συ;τοπος;τοτε,0,2,καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με;,"τότε λέγει αὐτῷ ὁ Ἰησοῦς· Ἀπόστρεψον ⸂τὴν μάχαιράν σου⸃ εἰς τὸν τόπον αὐτῆς, πάντες γὰρ οἱ λαβόντες μάχαιραν ἐν μαχαίρῃ ⸀ἀπολοῦνται·"
Mark 14:49,Matt 26:55,23,45,0.253332,0.253827,0.102447,0.434783,0.265417,22.804078,matt_expands;reordering,20,8,0,ο,διδασκω;εγω;εν;ημερα;ιερος;και;κατα;κρατεω;ο;ου,αλλα;γραφη;ειμι;ινα;πληροω;προς;συ,εκεινος;εξερχομαι;επι;ιησους;καθεζομαι;λεγω;ληστης;μαχαιρα;μετα;ξυλον;οχλος;συλλαμβανω;ωρα;ως,0,2,καθʼ ἡμέραν ἤμην πρὸς ὑμᾶς ἐν τῷ ἱερῷ διδάσκων καὶ οὐκ ἐκρατήσατέ με· ἀλλʼ ἵνα πληρωθῶσιν αἱ γραφαί.,ἐν ἐκείνῃ τῇ ὥρᾳ εἶπεν ὁ Ἰησοῦς τοῖς ὄχλοις· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με; καθʼ ⸀ἡμέραν ⸂ἐν τῷ ἱερῷ ἐκαθεζόμην διδάσκων⸃ καὶ οὐκ ἐκρατήσατέ με.
Mark 14:50,Matt 26:56,23,45,0.240637,0.287834,0.098444,0.307692,0.249618,13.298997,substitution;reordering,0,1,14,πας,αυτος;αφιημι;πας;φευγω,και,γινομαι;γραφη;δε;ινα;μαθητης;ο;ολος;ουτος;πληροω;προφητης;τοτε,1,0,καὶ ἀφέντες αὐτὸν ⸂ἔφυγον πάντες⸃.,τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῶσιν αἱ γραφαὶ τῶν προφητῶν. τότε οἱ μαθηταὶ πάντες ἀφέντες αὐτὸν ἔφυγον.
Mark 14:53,Matt 26:57,23,46,0.303856,0.415551,0.0,0.352941,0.462693,24.070079,matt_expands;substitution;reordering,2,0,10,απαγω;γραμματευς;ο,απαγω;αρχιερευς;γραμματευς;ιησους;και;ο;πρεσβυτερος;προς,πας;συνερχομαι,δε;καιαφας;κρατεω;οπου;συναγω,1,0,"Καὶ ἀπήγαγον τὸν Ἰησοῦν πρὸς τὸν ἀρχιερέα, καὶ ⸀συνέρχονται πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι καὶ οἱ γραμματεῖς.","Οἱ δὲ κρατήσαντες τὸν Ἰησοῦν ἀπήγαγον πρὸς Καϊάφαν τὸν ἀρχιερέα, ὅπου οἱ γραμματεῖς καὶ οἱ πρεσβύτεροι συνήχθησαν."
Mark 14:54,Matt 26:58,23,46,0.375056,0.488533,0.048162,0.454545,0.522664,41.179719,mark_expands;substitution;reordering,3,5,7,ακολουθεω;αυτος;εσω,ακολουθεω;απο;αρχιερευς;αυλη;αυτος;εσω;εως;και;μακροθεν;μετα;ο;πετρος;υπηρετης,ειμι;εις;θερμαινομαι;προς;συγκαθημαι;φως,δε;εισερχομαι;καθημαι;οραω;τελος,0,0,καὶ ὁ Πέτρος ἀπὸ μακρόθεν ἠκολούθησεν αὐτῷ ἕως ἔσω εἰς τὴν αὐλὴν τοῦ ἀρχιερέως καὶ ἦν συγκαθήμενος μετὰ τῶν ὑπηρετῶν καὶ θερμαινόμενος πρὸς τὸ φῶς.,"ὁ δὲ Πέτρος ἠκολούθει αὐτῷ ἀπὸ μακρόθεν ἕως τῆς αὐλῆς τοῦ ἀρχιερέως, καὶ εἰσελθὼν ἔσω ἐκάθητο μετὰ τῶν ὑπηρετῶν ἰδεῖν τὸ τέλος."
Mark 14:55,Matt 26:59,23,46,0.445409,0.583187,0.0,0.625,0.579748,31.027108,mark_expands;substitution;reordering,2,5,3,αυτος;ολος,αρχιερευς;αυτος;δε;ζητεω;θανατοω;ιησους;και;κατα;ο;ολος;συνεδριον,εις;ευρισκω;μαρτυρια;ου,οπως;ψευδομαρτυρια,0,2,"οἱ δὲ ἀρχιερεῖς καὶ ὅλον τὸ συνέδριον ἐζήτουν κατὰ τοῦ Ἰησοῦ μαρτυρίαν εἰς τὸ θανατῶσαι αὐτόν, καὶ οὐχ ηὕρισκον·","οἱ δὲ ἀρχιερεῖς ⸀καὶ τὸ συνέδριον ὅλον ἐζήτουν ψευδομαρτυρίαν κατὰ τοῦ Ἰησοῦ ὅπως ⸂αὐτὸν θανατώσωσιν⸃,"
Mark 14:58,Matt 26:61,23,47,0.401986,0.443506,0.117104,0.631579,0.468164,30.097941,mark_expands;substitution;reordering,0,7,4,ουτος,δια;ημερα;και;καταλυω;λεγω;ναος;ο;οικοδομεω;ουτος;τρεις,ακουω;αλλος;αυτος;αχειροποιητος;εγω;οτι;χειροποιητος,δυναμαι;θεος;φημι,0,0,ὅτι Ἡμεῖς ἠκούσαμεν αὐτοῦ λέγοντος ὅτι Ἐγὼ καταλύσω τὸν ναὸν τοῦτον τὸν χειροποίητον καὶ διὰ τριῶν ἡμερῶν ἄλλον ἀχειροποίητον οἰκοδομήσω·,εἶπαν· Οὗτος ἔφη· Δύναμαι καταλῦσαι τὸν ναὸν τοῦ θεοῦ καὶ διὰ τριῶν ἡμερῶν ⸀οἰκοδομῆσαι.
Mark 14:60,Matt 26:62,23,47,0.491463,0.623394,0.082223,0.625,0.653796,27.712972,mark_expands;substitution;reordering,0,6,2,ουδεις,ανιστημι;αποκρινομαι;αρχιερευς;και;καταμαρτυρεω;λεγω;ο;ουδεις;ουτος;συ;τις,εις;επερωταω;ιησους;μεσος;ου,αυτος,0,0,καὶ ἀναστὰς ὁ ἀρχιερεὺς εἰς μέσον ἐπηρώτησεν τὸν Ἰησοῦν λέγων· Οὐκ ἀποκρίνῃ οὐδέν; τί οὗτοί σου καταμαρτυροῦσιν;,καὶ ἀναστὰς ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Οὐδὲν ἀποκρίνῃ; τί οὗτοί σου καταμαρτυροῦσιν;
Mark 14:61,Matt 26:63,23,47,0.314267,0.328252,0.131789,0.5,0.336057,24.398502,matt_expands,12,7,1,,αρχιερευς;αυτος;δε;ειμι;και;λεγω;ο;σιωπαω;συ;υιος;χριστος,αποκρινομαι;επερωταω;ευλογητος;ου;ουδεις;παλιν,εγω;ει;εξορκιζω;ζαω;θεος;ιησους;ινα;κατα,1,1,ὁ δὲ ἐσιώπα καὶ ⸂οὐκ ἀπεκρίνατο οὐδέν⸃. πάλιν ὁ ἀρχιερεὺς ἐπηρώτα αὐτὸν καὶ λέγει αὐτῷ· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ εὐλογητοῦ;,ὁ δὲ Ἰησοῦς ἐσιώπα. ⸀καὶ ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Ἐξορκίζω σε κατὰ τοῦ θεοῦ τοῦ ζῶντος ἵνα ἡμῖν εἴπῃς εἰ σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ.
Mark 14:62,Matt 26:64,23,47,0.666963,0.837663,0.305316,0.769231,0.598396,45.341367,matt_expands;substitution;reordering,4,2,6,καθημαι,ανθρωπος;δεξιος;δυναμις;εκ;ερχομαι;ιησους;καθημαι;και;λεγω;νεφελη;ο;οραω;ουρανος;υιος,δε;εγω;ειμι;μετα,απο;αρτι;αυτος;επι;πλην;συ,0,0,"ὁ δὲ Ἰησοῦς εἶπεν· Ἐγώ εἰμι, καὶ ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν καθήμενον τῆς δυνάμεως καὶ ἐρχόμενον μετὰ τῶν νεφελῶν τοῦ οὐρανοῦ.","λέγει αὐτῷ ὁ Ἰησοῦς· Σὺ εἶπας· πλὴν λέγω ὑμῖν, ἀπʼ ἄρτι ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου καθήμενον ἐκ δεξιῶν τῆς δυνάμεως καὶ ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ."
Mark 14:63,Matt 26:65,23,47,0.460808,0.483339,0.250495,0.666667,0.473482,36.622169,matt_expands,7,1,1,,αρχιερευς;αυτος;διαρρηγνυμι;ετι;εχω;λεγω;μαρτυς;ο;τις;χρεια,δε;χιτων,ακουω;βλασφημεω;βλασφημια;ιδε;ιματιον;νυν;τοτε,0,2,ὁ δὲ ἀρχιερεὺς διαρρήξας τοὺς χιτῶνας αὐτοῦ λέγει· Τί ἔτι χρείαν ἔχομεν μαρτύρων;,τότε ὁ ἀρχιερεὺς διέρρηξεν τὰ ἱμάτια αὐτοῦ ⸀λέγων· Ἐβλασφήμησεν· τί ἔτι χρείαν ἔχομεν μαρτύρων; ἴδε νῦν ἠκούσατε τὴν ⸀βλασφημίαν·
Mark 14:64,Matt 26:66,23,47,0.222699,0.283935,0.0,0.285714,0.377852,14.898427,mark_expands;substitution;reordering,1,4,4,θανατος,δε;ειμι;ενοχος;θανατος;ο;συ;τις,ακουω;αυτος;βλασφημια;κατακρινω;πας;φαινω,αποκρινομαι;δοκεω;λεγω,1,0,ἠκούσατε τῆς βλασφημίας· τί ὑμῖν φαίνεται; οἱ δὲ πάντες κατέκριναν αὐτὸν ⸂ἔνοχον εἶναι⸃ θανάτου.,τί ὑμῖν δοκεῖ; οἱ δὲ ἀποκριθέντες εἶπαν· Ἔνοχος θανάτου ἐστίν.
Mark 14:65,Matt 26:67,23,47,0.254649,0.279859,0.079678,0.4,0.287934,19.858938,mark_expands;substitution;reordering,1,5,11,αυτος,αυτος;εμπτυω;και;κολαφιζω;ο;προσωπον,αρχω;λαμβανω;λεγω;περικαλυπτω;προφητευω;ραπισμα;τις;υπηρετης,δε;εις;ραπιζω;τοτε,2,0,"καὶ ἤρξαντό τινες ἐμπτύειν αὐτῷ καὶ περικαλύπτειν ⸂αὐτοῦ τὸ πρόσωπον⸃ καὶ κολαφίζειν αὐτὸν καὶ λέγειν αὐτῷ· Προφήτευσον, καὶ οἱ ὑπηρέται ῥαπίσμασιν αὐτὸν ⸀ἔλαβον.","τότε ἐνέπτυσαν εἰς τὸ πρόσωπον αὐτοῦ καὶ ἐκολάφισαν αὐτόν, οἱ δὲ ἐράπισαν"
Mark 14:66,Matt 26:69,23,47,0.285425,0.345895,0.058076,0.4,0.352536,24.605829,matt_expands;substitution;reordering,8,2,8,ειμι;και;παιδισκη,αυλη;ειμι;εις;εν;και;ο;παιδισκη;πετρος,αρχιερευς;ερχομαι;κατω,αυτος;γαλιλαιος;δε;εξω;ιησους;καθημαι;λεγω;μετα;προσερχομαι;συ,1,1,"Καὶ ὄντος τοῦ Πέτρου ⸂κάτω ἐν τῇ αὐλῇ⸃ ἔρχεται μία τῶν παιδισκῶν τοῦ ἀρχιερέως,",Ὁ δὲ Πέτρος ⸂ἐκάθητο ἔξω⸃ ἐν τῇ αὐλῇ· καὶ προσῆλθεν αὐτῷ μία παιδίσκη λέγουσα· Καὶ σὺ ἦσθα μετὰ Ἰησοῦ τοῦ Γαλιλαίου·
Mark 14:68,Matt 26:70,23,47,0.228794,0.232543,0.0,0.5,0.241496,13.338633,mark_expands,2,12,1,,αρνεομαι;δε;λεγω;ο;οιδα;τις,αλεκτωρ;εις;εξερχομαι;εξω;επισταμαι;και;ουτε;προαυλιον;συ;φωνεω,εμπροσθεν;ου;πας,2,1,"ὁ δὲ ἠρνήσατο λέγων· ⸂Οὔτε οἶδα οὔτε ἐπίσταμαι σὺ τί⸃ λέγεις, καὶ ἐξῆλθεν ἔξω εἰς τὸ προαύλιον ⸂καὶ ἀλέκτωρ ἐφώνησεν⸃.",ὁ δὲ ἠρνήσατο ⸀ἔμπροσθεν πάντων λέγων· Οὐκ οἶδα τί λέγεις.
Mark 14:69,Matt 26:71,23,47,0.150621,0.128327,0.0,0.375,0.178742,8.020285,matt_expands;substitution;reordering,4,2,8,και,αυτος;ειμι;και;λεγω;ο;οραω;ουτος,αρχω;εκ;οτι;παιδισκη;παλιν;παριστημι,αλλος;δε;εις;εκει;εξερχομαι;ιησους;μετα;ναζωραιος;πυλων,2,3,καὶ ἡ παιδίσκη ἰδοῦσα αὐτὸν ⸂ἤρξατο πάλιν⸃ λέγειν τοῖς ⸀παρεστῶσιν ὅτι Οὗτος ἐξ αὐτῶν ἐστιν.,ἐξελθόντα ⸀δὲ εἰς τὸν πυλῶνα εἶδεν αὐτὸν ἄλλη καὶ λέγει ⸀τοῖς ἐκεῖ· ⸀Οὗτος ἦν μετὰ Ἰησοῦ τοῦ Ναζωραίου·
Mark 14:70,Matt 26:73,23,47,0.356972,0.379635,0.125548,0.538462,0.470571,32.975558,mark_expands;substitution;reordering,2,8,6,δε;και,αληθως;αυτος;γαρ;δε;ειμι;εκ;και;λαλια;λεγω;μετα;μικρος;ο;πετρος;συ,αρνεομαι;γαλιλαιος;ομοιαζω;παλιν;παριστημι,δηλος;ιστημι;ποιεω;προσερχομαι,1,0,"ὁ δὲ πάλιν ἠρνεῖτο. καὶ μετὰ μικρὸν πάλιν οἱ παρεστῶτες ἔλεγον τῷ Πέτρῳ· Ἀληθῶς ἐξ αὐτῶν εἶ, καὶ γὰρ Γαλιλαῖος εἶ ⸂καὶ ἡ λαλιά σου ὁμοιάζει⸃·","μετὰ μικρὸν δὲ προσελθόντες οἱ ἑστῶτες εἶπον τῷ Πέτρῳ· Ἀληθῶς καὶ σὺ ἐξ αὐτῶν εἶ, καὶ γὰρ ἡ λαλιά σου δῆλόν σε ποιεῖ·"
Mark 14:71,Matt 26:74,23,47,0.370374,0.355132,0.227277,0.588235,0.360988,21.831111,substitution,0,0,7,,ανθρωπος;αρχω;και;ο;οιδα;ομνυω;οτι;ου,αναθεματιζω;δε;λεγω;ος;ουτος,αλεκτωρ;ευθεως;καταθεματιζω;τοτε;φωνεω,0,1,ὁ δὲ ἤρξατο ἀναθεματίζειν καὶ ὀμνύναι ὅτι Οὐκ οἶδα τὸν ἄνθρωπον τοῦτον ὃν λέγετε.,τότε ἤρξατο καταθεματίζειν καὶ ὀμνύειν ὅτι Οὐκ οἶδα τὸν ἄνθρωπον. καὶ ⸀εὐθέως ἀλέκτωρ ἐφώνησεν·
