book,ref,chapter,verse,token_count_morphgnt,content_token_count_morphgnt,normalized_tokens_morphgnt,content_tokens_morphgnt,lemma_tokens_all,lemma_tokens_content,pos_sequence,long_ending_status
1Cor,1Cor 9:13,9,13,19,10,ου οιδατε οτι οι τα ιερα εργαζομενοι τα εκ του ιερου εσθιουσιν οι τω θυσιαστηριω παρεδρευοντεσ τω θυσιαστηριω συμμεριζονται,ου οιδατε ιερα εργαζομενοι ιερου εσθιουσιν θυσιαστηριω παρεδρευοντεσ θυσιαστηριω συμμεριζονται,ου οιδα οτι ο ο ιεροσ εργαζομαι ο εκ ο ιεροσ εσθιω ο ο θυσιαστηριον παρεδρευω ο θυσιαστηριον συμμεριζομαι,ου οιδα ιεροσ εργαζομαι ιεροσ εσθιω θυσιαστηριον παρεδρευω θυσιαστηριον συμμεριζομαι,D- V- C- RA RA A- V- RA P- RA A- V- RA RA N- V- RA N- V-,main_text
1Cor,1Cor 9:14,9,14,13,8,ουτωσ και ο κυριοσ διεταξεν τοισ το ευαγγελιον καταγγελλουσιν εκ του ευαγγελιου ζην,ουτωσ και κυριοσ διεταξεν ευαγγελιον καταγγελλουσιν ευαγγελιου ζην,ουτωσ και ο κυριοσ διατασσω ο ο ευαγγελιον καταγγελλω εκ ο ευαγγελιον ζαω,ουτωσ και κυριοσ διατασσω ευαγγελιον καταγγελλω ευαγγελιον ζαω,D- D- RA N- V- RA RA N- V- P- RA N- V-,main_text
1Cor,1Cor 9:15,9,15,26,13,εγω δε ου κεχρημαι ουδενι τουτων ου εγραψα δε ταυτα ινα ουτωσ γενηται εν εμοι καλον γαρ μοι μαλλον αποθανειν η το καυχημα μου ουδεισ κενωσει,ου κεχρημαι ουδενι ου εγραψα ουτωσ γενηται καλον μαλλον αποθανειν καυχημα ουδεισ κενωσει,εγω δε ου χραομαι ουδεισ ουτοσ ου γραφω δε ουτοσ ινα ουτωσ γινομαι εν εγω καλοσ γαρ εγω μαλλον αποθνησκω η ο καυχημα εγω ουδεισ κενοω,ου χραομαι ουδεισ ου γραφω ουτωσ γινομαι καλοσ μαλλον αποθνησκω καυχημα ουδεισ κενοω,RP C- D- V- A- RD D- V- C- RD C- D- V- P- RP A- C- RP D- V- C- RA N- RP A- V-,main_text
1Cor,1Cor 9:16,9,16,18,9,εαν γαρ ευαγγελιζωμαι ου εστιν μοι καυχημα αναγκη γαρ μοι επικειται ουαι γαρ μοι εστιν εαν μη ευαγγελισωμαι,ευαγγελιζωμαι ου εστιν καυχημα αναγκη επικειται εστιν μη ευαγγελισωμαι,εαν γαρ ευαγγελιζω ου ειμι εγω καυχημα αναγκη γαρ εγω επικειμαι ουαι γαρ εγω ειμι εαν μη ευαγγελιζω,ευαγγελιζω ου ειμι καυχημα αναγκη επικειμαι ειμι μη ευαγγελιζω,C- C- V- D- V- RP N- N- C- RP V- X- C- RP V- C- D- V-,main_text
1Cor,1Cor 9:17,9,17,12,7,ει γαρ εκων τουτο πρασσω μισθον εχω ει δε ακων οικονομιαν πεπιστευμαι,εκων πρασσω μισθον εχω ακων οικονομιαν πεπιστευμαι,ει γαρ εκων ουτοσ πρασσω μισθοσ εχω ει δε ακων οικονομια πιστευω,εκων πρασσω μισθοσ εχω ακων οικονομια πιστευω,C- C- A- RD V- N- V- C- C- A- N- V-,main_text
1Cor,1Cor 9:18,9,18,22,10,τισ ουν μου εστιν ο μισθοσ ινα ευαγγελιζομενοσ αδαπανον θησω το ευαγγελιον εισ το μη καταχρησασθαι τη εξουσια μου εν τω ευαγγελιω,εστιν μισθοσ ευαγγελιζομενοσ αδαπανον θησω ευαγγελιον μη καταχρησασθαι εξουσια ευαγγελιω,τισ ουν εγω ειμι ο μισθοσ ινα ευαγγελιζω αδαπανοσ τιθημι ο ευαγγελιον εισ ο μη καταχραομαι ο εξουσια εγω εν ο ευαγγελιον,ειμι μισθοσ ευαγγελιζω αδαπανοσ τιθημι ευαγγελιον μη καταχραομαι εξουσια ευαγγελιον,RI C- RP V- RA N- C- V- A- V- RA N- P- RA D- V- RA N- RP P- RA N-,main_text
1Cor,1Cor 9:19,9,19,12,7,ελευθεροσ γαρ ων εκ παντων πασιν εμαυτον εδουλωσα ινα τουσ πλειονασ κερδησω,ελευθεροσ ων παντων πασιν εδουλωσα πλειονασ κερδησω,ελευθεροσ γαρ ειμι εκ πασ πασ εμαυτου δουλοω ινα ο πολυσ κερδαινω,ελευθεροσ ειμι πασ πασ δουλοω πολυσ κερδαινω,A- C- V- P- A- A- RP V- C- RA A- V-,main_text
1Cor,1Cor 9:20,9,20,25,12,και εγενομην τοισ ιουδαιοισ ωσ ιουδαιοσ ινα ιουδαιουσ κερδησω τοισ υπο νομον ωσ υπο νομον μη ων αυτοσ υπο νομον ινα τουσ υπο νομον κερδησω,εγενομην ιουδαιοισ ιουδαιοσ ιουδαιουσ κερδησω νομον νομον μη ων νομον νομον κερδησω,και γινομαι ο ιουδαιοσ ωσ ιουδαιοσ ινα ιουδαιοσ κερδαινω ο υπο νομοσ ωσ υπο νομοσ μη ειμι αυτοσ υπο νομοσ ινα ο υπο νομοσ κερδαινω,γινομαι ιουδαιοσ ιουδαιοσ ιουδαιοσ κερδαινω νομοσ νομοσ μη ειμι νομοσ νομοσ κερδαινω,C- V- RA A- C- A- C- A- V- RA P- N- C- P- N- D- V- RP P- N- C- RA P- N- V-,main_text
1Cor,1Cor 9:21,9,21,15,10,τοισ ανομοισ ωσ ανομοσ μη ων ανομοσ θεου αλλα εννομοσ χριστου ινα κερδανω τουσ ανομουσ,ανομοισ ανομοσ μη ων ανομοσ θεου εννομοσ χριστου κερδανω ανομουσ,ο ανομοσ ωσ ανομοσ μη ειμι ανομοσ θεοσ αλλα εννομοσ χριστοσ ινα κερδαινω ο ανομοσ,ανομοσ ανομοσ μη ειμι ανομοσ θεοσ εννομοσ χριστοσ κερδαινω ανομοσ,RA A- C- A- D- V- A- N- C- A- N- C- V- RA A-,main_text
1Cor,1Cor 9:22,9,22,16,10,εγενομην τοισ ασθενεσιν ασθενησ ινα τουσ ασθενεισ κερδησω τοισ πασιν γεγονα παντα ινα παντωσ τινασ σωσω,εγενομην ασθενεσιν ασθενησ ασθενεισ κερδησω πασιν γεγονα παντα παντωσ σωσω,γινομαι ο ασθενησ ασθενησ ινα ο ασθενησ κερδαινω ο πασ γινομαι πασ ινα παντωσ τισ σωζω,γινομαι ασθενησ ασθενησ ασθενησ κερδαινω πασ γινομαι πασ παντωσ σωζω,V- RA A- A- C- RA A- V- RA A- V- A- C- D- RI V-,main_text
1Cor,1Cor 9:23,9,23,10,5,παντα δε ποιω δια το ευαγγελιον ινα συγκοινωνοσ αυτου γενωμαι,παντα ποιω ευαγγελιον συγκοινωνοσ γενωμαι,πασ δε ποιεω δια ο ευαγγελιον ινα συγκοινωνοσ αυτοσ γινομαι,πασ ποιεω ευαγγελιον συγκοινωνοσ γινομαι,A- C- V- P- RA N- C- N- RP V-,main_text
1Cor,1Cor 9:24,9,24,19,12,ου οιδατε οτι οι εν σταδιω τρεχοντεσ παντεσ μεν τρεχουσιν εισ δε λαμβανει το βραβειον ουτωσ τρεχετε ινα καταλαβητε,ου οιδατε σταδιω τρεχοντεσ παντεσ τρεχουσιν εισ λαμβανει βραβειον ουτωσ τρεχετε καταλαβητε,ου οιδα οτι ο εν σταδιον τρεχω πασ μεν τρεχω εισ δε λαμβανω ο βραβειον ουτωσ τρεχω ινα καταλαμβανω,ου οιδα σταδιον τρεχω πασ τρεχω εισ λαμβανω βραβειον ουτωσ τρεχω καταλαμβανω,D- V- C- RA P- N- V- A- C- V- A- C- V- RA N- D- V- C- V-,main_text
1Cor,1Cor 9:25,9,25,16,8,πασ δε ο αγωνιζομενοσ παντα εγκρατευεται εκεινοι μεν ουν ινα φθαρτον στεφανον λαβωσιν ημεισ δε αφθαρτον,πασ αγωνιζομενοσ παντα εγκρατευεται φθαρτον στεφανον λαβωσιν αφθαρτον,πασ δε ο αγωνιζομαι πασ εγκρατευομαι εκεινοσ μεν ουν ινα φθαρτοσ στεφανοσ λαμβανω εγω δε αφθαρτοσ,πασ αγωνιζομαι πασ εγκρατευομαι φθαρτοσ στεφανοσ λαμβανω αφθαρτοσ,A- C- RA V- A- V- RD C- C- C- A- N- V- RP C- A-,main_text
1Cor,1Cor 9:26,9,26,13,9,εγω τοινυν ουτωσ τρεχω ωσ ου αδηλωσ ουτωσ πυκτευω ωσ ου αερα δερων,ουτωσ τρεχω ου αδηλωσ ουτωσ πυκτευω ου αερα δερων,εγω τοινυν ουτωσ τρεχω ωσ ου αδηλωσ ουτωσ πυκτευω ωσ ου αηρ δερω,ουτωσ τρεχω ου αδηλωσ ουτωσ πυκτευω ου αηρ δερω,RP C- D- V- C- D- D- D- V- C- D- N- V-,main_text
1Cor,1Cor 9:27,9,27,14,8,αλλα υπωπιαζω μου το σωμα και δουλαγωγω μη πωσ αλλοισ κηρυξασ αυτοσ αδοκιμοσ γενωμαι,υπωπιαζω σωμα δουλαγωγω πωσ αλλοισ κηρυξασ αδοκιμοσ γενωμαι,αλλα υπωπιαζω εγω ο σωμα και δουλαγωγεω μη πωσ αλλοσ κηρυσσω αυτοσ αδοκιμοσ γινομαι,υπωπιαζω σωμα δουλαγωγεω πωσ αλλοσ κηρυσσω αδοκιμοσ γινομαι,C- V- RP RA N- C- V- C- D- A- V- RP A- V-,main_text
1Cor,1Cor 10:1,10,1,21,11,ου θελω γαρ υμασ αγνοειν αδελφοι οτι οι πατερεσ ημων παντεσ υπο την νεφελην ησαν και παντεσ δια τησ θαλασσησ διηλθον,ου θελω αγνοειν αδελφοι πατερεσ παντεσ νεφελην ησαν παντεσ θαλασσησ διηλθον,ου θελω γαρ συ αγνοεω αδελφοσ οτι ο πατηρ εγω πασ υπο ο νεφελη ειμι και πασ δια ο θαλασσα διερχομαι,ου θελω αγνοεω αδελφοσ πατηρ πασ νεφελη ειμι πασ θαλασσα διερχομαι,D- V- C- RP V- N- C- RA N- RP A- P- RA N- V- C- A- P- RA N- V-,main_text
1Cor,1Cor 10:2,10,2,13,5,και παντεσ εισ τον μωυσην εβαπτισαντο εν τη νεφελη και εν τη θαλασση,παντεσ μωυσην εβαπτισαντο νεφελη θαλασση,και πασ εισ ο μωυσησ βαπτιζω εν ο νεφελη και εν ο θαλασσα,πασ μωυσησ βαπτιζω νεφελη θαλασσα,C- A- P- RA N- V- P- RA N- C- P- RA N-,main_text
1Cor,1Cor 10:3,10,3,7,5,και παντεσ το αυτο πνευματικον βρωμα εφαγον,παντεσ αυτο πνευματικον βρωμα εφαγον,και πασ ο αυτοσ πνευματικοσ βρωμα εσθιω,πασ αυτοσ πνευματικοσ βρωμα εσθιω,C- A- RA A- A- N- V-,main_text
1Cor,1Cor 10:4,10,4,19,12,και παντεσ το αυτο πνευματικον επιον πομα επινον γαρ εκ πνευματικησ ακολουθουσησ πετρασ η πετρα δε ην ο χριστοσ,παντεσ αυτο πνευματικον επιον πομα επινον πνευματικησ ακολουθουσησ πετρασ πετρα ην χριστοσ,και πασ ο αυτοσ πνευματικοσ πινω πομα πινω γαρ εκ πνευματικοσ ακολουθεω πετρα ο πετρα δε ειμι ο χριστοσ,πασ αυτοσ πνευματικοσ πινω πομα πινω πνευματικοσ ακολουθεω πετρα πετρα ειμι χριστοσ,C- A- RA A- A- V- N- V- C- P- A- V- N- RA N- C- V- RA N-,main_text
1Cor,1Cor 10:5,10,5,14,6,αλλα ου εν τοισ πλειοσιν αυτων ηυδοκησεν ο θεοσ κατεστρωθησαν γαρ εν τη ερημω,ου πλειοσιν ηυδοκησεν θεοσ κατεστρωθησαν ερημω,αλλα ου εν ο πολυσ αυτοσ ευδοκεω ο θεοσ καταστρωννυμι γαρ εν ο ερημοσ,ου πολυσ ευδοκεω θεοσ καταστρωννυμι ερημοσ,C- D- P- RA A- RP V- RA N- V- C- P- RA A-,main_text
1Cor,1Cor 10:6,10,6,15,7,ταυτα δε τυποι ημων εγενηθησαν εισ το μη ειναι ημασ επιθυμητασ κακων καθωσ κακεινοι επεθυμησαν,τυποι εγενηθησαν μη ειναι επιθυμητασ κακων επεθυμησαν,ουτοσ δε τυποσ εγω γινομαι εισ ο μη ειμι εγω επιθυμητησ κακοσ καθωσ κακεινοσ επιθυμεω,τυποσ γινομαι μη ειμι επιθυμητησ κακοσ επιθυμεω,RD C- N- RP V- P- RA D- V- RP N- A- C- RD V-,main_text
1Cor,1Cor 10:7,10,7,17,9,μηδε ειδωλολατραι γινεσθε καθωσ τινεσ αυτων ωσπερ γεγραπται εκαθισεν ο λαοσ φαγειν και πειν και ανεστησαν παιζειν,ειδωλολατραι γινεσθε γεγραπται εκαθισεν λαοσ φαγειν πειν ανεστησαν παιζειν,μηδε ειδωλολατρησ γινομαι καθωσ τισ αυτοσ ωσπερ γραφω καθιζω ο λαοσ εσθιω και πινω και ανιστημι παιζω,ειδωλολατρησ γινομαι γραφω καθιζω λαοσ εσθιω πινω ανιστημι παιζω,C- N- V- C- RI RP C- V- V- RA N- V- C- V- C- V- V-,main_text
1Cor,1Cor 10:8,10,8,13,8,μηδε πορνευωμεν καθωσ τινεσ αυτων επορνευσαν και επεσαν μια ημερα εικοσιν τρεισ χιλιαδεσ,πορνευωμεν επορνευσαν επεσαν μια ημερα εικοσιν τρεισ χιλιαδεσ,μηδε πορνευω καθωσ τισ αυτοσ πορνευω και πιπτω εισ ημερα εικοσιν τρεισ χιλιασ,πορνευω πορνευω πιπτω εισ ημερα εικοσιν τρεισ χιλιασ,C- V- C- RI RP V- C- V- A- N- A- A- N-,main_text
1Cor,1Cor 10:9,10,9,13,5,μηδε εκπειραζωμεν τον χριστον καθωσ τινεσ αυτων επειρασαν και υπο των οφεων απωλλυντο,εκπειραζωμεν χριστον επειρασαν οφεων απωλλυντο,μηδε εκπειραζω ο χριστοσ καθωσ τισ αυτοσ πειραζω και υπο ο οφισ απολλυμι,εκπειραζω χριστοσ πειραζω οφισ απολλυμι,C- V- RA N- C- RI RP V- C- P- RA N- V-,main_text
1Cor,1Cor 10:10,10,10,11,4,μηδε γογγυζετε καθαπερ τινεσ αυτων εγογγυσαν και απωλοντο υπο του ολοθρευτου,γογγυζετε εγογγυσαν απωλοντο ολοθρευτου,μηδε γογγυζω καθαπερ τισ αυτοσ γογγυζω και απολλυμι υπο ο ολοθρευτησ,γογγυζω γογγυζω απολλυμι ολοθρευτησ,C- V- C- RI RP V- C- V- P- RA N-,main_text
1Cor,1Cor 10:11,10,11,17,7,ταυτα δε τυπικωσ συνεβαινεν εκεινοισ εγραφη δε προσ νουθεσιαν ημων εισ ουσ τα τελη των αιωνων κατηντηκεν,τυπικωσ συνεβαινεν εγραφη νουθεσιαν τελη αιωνων κατηντηκεν,ουτοσ δε τυπικωσ συμβαινω εκεινοσ γραφω δε προσ νουθεσια εγω εισ οσ ο τελοσ ο αιων κατανταω,τυπικωσ συμβαινω γραφω νουθεσια τελοσ αιων κατανταω,RD C- D- V- RD V- C- P- N- RP P- RR RA N- RA N- V-,main_text
1Cor,1Cor 10:12,10,12,7,4,ωστε ο δοκων εσταναι βλεπετω μη πεση,δοκων εσταναι βλεπετω πεση,ωστε ο δοκεω ιστημι βλεπω μη πιπτω,δοκεω ιστημι βλεπω πιπτω,C- RA V- V- V- C- V-,main_text
1Cor,1Cor 10:13,10,13,30,17,πειρασμοσ υμασ ου ειληφεν ει μη ανθρωπινοσ πιστοσ δε ο θεοσ οσ ου εασει υμασ πειρασθηναι υπερ ο δυνασθε αλλα ποιησει συν τω πειρασμω και την εκβασιν του δυνασθαι υπενεγκειν,πειρασμοσ ου ειληφεν μη ανθρωπινοσ πιστοσ θεοσ ου εασει πειρασθηναι δυνασθε ποιησει πειρασμω και εκβασιν δυνασθαι υπενεγκειν,πειρασμοσ συ ου λαμβανω ει μη ανθρωπινοσ πιστοσ δε ο θεοσ οσ ου εαω συ πειραζω υπερ οσ δυναμαι αλλα ποιεω συν ο πειρασμοσ και ο εκβασισ ο δυναμαι υποφερω,πειρασμοσ ου λαμβανω μη ανθρωπινοσ πιστοσ θεοσ ου εαω πειραζω δυναμαι ποιεω πειρασμοσ και εκβασισ δυναμαι υποφερω,N- RP D- V- C- D- A- A- C- RA N- RR D- V- RP V- P- RR V- C- V- P- RA N- D- RA N- RA V- V-,main_text
1Cor,1Cor 10:14,10,14,7,3,διοπερ αγαπητοι μου φευγετε απο τησ ειδωλολατριασ,αγαπητοι φευγετε ειδωλολατριασ,διοπερ αγαπητοσ εγω φευγω απο ο ειδωλολατρια,αγαπητοσ φευγω ειδωλολατρια,C- A- RP V- P- RA N-,main_text
1Cor,1Cor 10:15,10,15,7,4,ωσ φρονιμοισ λεγω κρινατε υμεισ ο φημι,φρονιμοισ λεγω κρινατε φημι,ωσ φρονιμοσ λεγω κρινω συ οσ φημι,φρονιμοσ λεγω κρινω φημι,C- A- V- V- RP RR V-,main_text
1Cor,1Cor 10:16,10,16,24,13,το ποτηριον τησ ευλογιασ ο ευλογουμεν ουχι κοινωνια εστιν του αιματοσ του χριστου τον αρτον ον κλωμεν ουχι κοινωνια του σωματοσ του χριστου εστιν,ποτηριον ευλογιασ ευλογουμεν κοινωνια εστιν αιματοσ χριστου αρτον κλωμεν κοινωνια σωματοσ χριστου εστιν,ο ποτηριον ο ευλογια οσ ευλογεω ουχι κοινωνια ειμι ο αιμα ο χριστοσ ο αρτοσ οσ κλαω ουχι κοινωνια ο σωμα ο χριστοσ ειμι,ποτηριον ευλογια ευλογεω κοινωνια ειμι αιμα χριστοσ αρτοσ κλαω κοινωνια σωμα χριστοσ ειμι,RA N- RA N- RR V- X- N- V- RA N- RA N- RA N- RR V- X- N- RA N- RA N- V-,main_text
1Cor,1Cor 10:17,10,17,16,10,οτι εισ αρτοσ εν σωμα οι πολλοι εσμεν οι γαρ παντεσ εκ του ενοσ αρτου μετεχομεν,εισ αρτοσ εν σωμα πολλοι εσμεν παντεσ ενοσ αρτου μετεχομεν,οτι εισ αρτοσ εισ σωμα ο πολυσ ειμι ο γαρ πασ εκ ο εισ αρτοσ μετεχω,εισ αρτοσ εισ σωμα πολυσ ειμι πασ εισ αρτοσ μετεχω,C- A- N- A- N- RA A- V- RA C- A- P- RA A- N- V-,main_text
1Cor,1Cor 10:18,10,18,14,8,βλεπετε τον ισραηλ κατα σαρκα ου οι εσθιοντεσ τασ θυσιασ κοινωνοι του θυσιαστηριου εισιν,βλεπετε ισραηλ σαρκα εσθιοντεσ θυσιασ κοινωνοι θυσιαστηριου εισιν,βλεπω ο ισραηλ κατα σαρξ ου ο εσθιω ο θυσια κοινωνοσ ο θυσιαστηριον ειμι,βλεπω ισραηλ σαρξ εσθιω θυσια κοινωνοσ θυσιαστηριον ειμι,V- RA N- P- N- X- RA V- RA N- N- RA N- V-,main_text
1Cor,1Cor 10:19,10,19,12,5,τι ουν φημι οτι ειδωλοθυτον τι εστιν η οτι ειδωλον τι εστιν,φημι ειδωλοθυτον εστιν ειδωλον εστιν,τισ ουν φημι οτι ειδωλοθυτον τισ ειμι η οτι ειδωλον τισ ειμι,φημι ειδωλοθυτον ειμι ειδωλον ειμι,RI C- V- C- A- RI V- C- C- N- RI V-,main_text
1Cor,1Cor 10:20,10,20,17,10,αλλα οτι α θυουσιν δαιμονιοισ και ου θεω θυουσιν ου θελω δε υμασ κοινωνουσ των δαιμονιων γινεσθαι,θυουσιν δαιμονιοισ ου θεω θυουσιν ου θελω κοινωνουσ δαιμονιων γινεσθαι,αλλα οτι οσ θυω δαιμονιον και ου θεοσ θυω ου θελω δε συ κοινωνοσ ο δαιμονιον γινομαι,θυω δαιμονιον ου θεοσ θυω ου θελω κοινωνοσ δαιμονιον γινομαι,C- C- RR V- N- C- D- N- V- D- V- C- RP N- RA N- V-,main_text
1Cor,1Cor 10:21,10,21,16,14,ου δυνασθε ποτηριον κυριου πινειν και ποτηριον δαιμονιων ου δυνασθε τραπεζησ κυριου μετεχειν και τραπεζησ δαιμονιων,ου δυνασθε ποτηριον κυριου πινειν ποτηριον δαιμονιων ου δυνασθε τραπεζησ κυριου μετεχειν τραπεζησ δαιμονιων,ου δυναμαι ποτηριον κυριοσ πινω και ποτηριον δαιμονιον ου δυναμαι τραπεζα κυριοσ μετεχω και τραπεζα δαιμονιον,ου δυναμαι ποτηριον κυριοσ πινω ποτηριον δαιμονιον ου δυναμαι τραπεζα κυριοσ μετεχω τραπεζα δαιμονιον,D- V- N- N- V- C- N- N- D- V- N- N- V- C- N- N-,main_text
1Cor,1Cor 10:22,10,22,8,4,η παραζηλουμεν τον κυριον μη ισχυροτεροι αυτου εσμεν,παραζηλουμεν κυριον ισχυροτεροι εσμεν,η παραζηλοω ο κυριοσ μη ισχυροσ αυτοσ ειμι,παραζηλοω κυριοσ ισχυροσ ειμι,C- V- RA N- X- A- RP V-,main_text
1Cor,1Cor 10:23,10,23,12,10,παντα εξεστιν αλλα ου παντα συμφερει παντα εξεστιν αλλα ου παντα οικοδομει,παντα εξεστιν ου παντα συμφερει παντα εξεστιν ου παντα οικοδομει,πασ εξεστιν αλλα ου πασ συμφερω πασ εξεστιν αλλα ου πασ οικοδομεω,πασ εξεστιν ου πασ συμφερω πασ εξεστιν ου πασ οικοδομεω,A- V- C- D- A- V- A- V- C- D- A- V-,main_text
1Cor,1Cor 10:24,10,24,8,3,μηδεισ το εαυτου ζητειτω αλλα το του ετερου,μηδεισ ζητειτω ετερου,μηδεισ ο εαυτου ζητεω αλλα ο ο ετεροσ,μηδεισ ζητεω ετεροσ,A- RA RP V- C- RA RA A-,main_text
1Cor,1Cor 10:25,10,25,11,7,παν το εν μακελλω πωλουμενον εσθιετε μηδεν ανακρινοντεσ δια την συνειδησιν,παν μακελλω πωλουμενον εσθιετε μηδεν ανακρινοντεσ συνειδησιν,πασ ο εν μακελλον πωλεω εσθιω μηδεισ ανακρινω δια ο συνειδησισ,πασ μακελλον πωλεω εσθιω μηδεισ ανακρινω συνειδησισ,A- RA P- N- V- V- A- V- P- RA N-,main_text
1Cor,1Cor 10:26,10,26,9,3,του κυριου γαρ η γη και το πληρωμα αυτησ,κυριου γη πληρωμα,ο κυριοσ γαρ ο γη και ο πληρωμα αυτοσ,κυριοσ γη πληρωμα,RA N- C- RA N- C- RA N- RP,main_text
1Cor,1Cor 10:27,10,27,19,10,ει τισ καλει υμασ των απιστων και θελετε πορευεσθαι παν το παρατιθεμενον υμιν εσθιετε μηδεν ανακρινοντεσ δια την συνειδησιν,καλει απιστων θελετε πορευεσθαι παν παρατιθεμενον εσθιετε μηδεν ανακρινοντεσ συνειδησιν,ει τισ καλεω συ ο απιστοσ και θελω πορευομαι πασ ο παρατιθημι συ εσθιω μηδεισ ανακρινω δια ο συνειδησισ,καλεω απιστοσ θελω πορευομαι πασ παρατιθημι εσθιω μηδεισ ανακρινω συνειδησισ,C- RI V- RP RA A- C- V- V- A- RA V- RP V- A- V- P- RA N-,main_text
1Cor,1Cor 10:28,10,28,17,7,εαν δε τισ υμιν ειπη τουτο ιεροθυτον εστιν μη εσθιετε δια εκεινον τον μηνυσαντα και την συνειδησιν,ειπη ιεροθυτον εστιν μη εσθιετε μηνυσαντα συνειδησιν,εαν δε τισ συ λεγω ουτοσ ιεροθυτοσ ειμι μη εσθιω δια εκεινοσ ο μηνυω και ο συνειδησισ,λεγω ιεροθυτοσ ειμι μη εσθιω μηνυω συνειδησισ,C- C- RI RP V- RD A- V- D- V- P- RD RA V- C- RA N-,main_text
1Cor,1Cor 10:29,10,29,19,9,συνειδησιν δε λεγω ουχι την εαυτου αλλα την του ετερου ινατι γαρ η ελευθερια μου κρινεται υπο αλλησ συνειδησεωσ,συνειδησιν λεγω ουχι ετερου ινατι ελευθερια κρινεται αλλησ συνειδησεωσ,συνειδησισ δε λεγω ουχι ο εαυτου αλλα ο ο ετεροσ ινατι γαρ ο ελευθερια εγω κρινω υπο αλλοσ συνειδησισ,συνειδησισ λεγω ουχι ετεροσ ινατι ελευθερια κρινω αλλοσ συνειδησισ,N- C- V- D- RA RP C- RA RA A- D- C- RA N- RP V- P- A- N-,main_text
1Cor,1Cor 10:30,10,30,10,4,ει εγω χαριτι μετεχω τι βλασφημουμαι υπερ ου εγω ευχαριστω,χαριτι μετεχω βλασφημουμαι ευχαριστω,ει εγω χαρισ μετεχω τισ βλασφημεω υπερ οσ εγω ευχαριστεω,χαρισ μετεχω βλασφημεω ευχαριστεω,C- RP N- V- RI V- P- RR RP V-,main_text
1Cor,1Cor 10:31,10,31,13,7,ειτε ουν εσθιετε ειτε πινετε ειτε τι ποιειτε παντα εισ δοξαν θεου ποιειτε,εσθιετε πινετε ποιειτε παντα δοξαν θεου ποιειτε,ειτε ουν εσθιω ειτε πινω ειτε τισ ποιεω πασ εισ δοξα θεοσ ποιεω,εσθιω πινω ποιεω πασ δοξα θεοσ ποιεω,C- C- V- C- V- C- RI V- A- P- N- N- V-,main_text
1Cor,1Cor 10:32,10,32,11,6,απροσκοποι και ιουδαιοισ γινεσθε και ελλησιν και τη εκκλησια του θεου,απροσκοποι ιουδαιοισ γινεσθε ελλησιν εκκλησια θεου,απροσκοποσ και ιουδαιοσ γινομαι και ελλην και ο εκκλησια ο θεοσ,απροσκοποσ ιουδαιοσ γινομαι ελλην εκκλησια θεοσ,A- C- A- V- C- N- C- RA N- RA N-,main_text
1Cor,1Cor 10:33,10,33,16,8,καθωσ καγω παντα πασιν αρεσκω μη ζητων το εμαυτου συμφορον αλλα το των πολλων ινα σωθωσιν,παντα πασιν αρεσκω μη ζητων συμφορον πολλων σωθωσιν,καθωσ καγω πασ πασ αρεσκω μη ζητεω ο εμαυτου συμφορον αλλα ο ο πολυσ ινα σωζω,πασ πασ αρεσκω μη ζητεω συμφορον πολυσ σωζω,C- RP A- A- V- D- V- RA RP A- C- RA RA A- C- V-,main_text
1Cor,1Cor 11:1,11,1,6,3,μιμηται μου γινεσθε καθωσ καγω χριστου,μιμηται γινεσθε χριστου,μιμητησ εγω γινομαι καθωσ καγω χριστοσ,μιμητησ γινομαι χριστοσ,N- RP V- C- RP N-,main_text
1Cor,1Cor 11:2,11,2,14,6,επαινω δε υμασ οτι παντα μου μεμνησθε και καθωσ παρεδωκα υμιν τασ παραδοσεισ κατεχετε,επαινω παντα μεμνησθε παρεδωκα παραδοσεισ κατεχετε,επαινεω δε συ οτι πασ εγω μιμνησκομαι και καθωσ παραδιδωμι συ ο παραδοσισ κατεχω,επαινεω πασ μιμνησκομαι παραδιδωμι παραδοσισ κατεχω,V- C- RP C- A- RP V- C- C- V- RP RA N- V-,main_text
1Cor,1Cor 11:3,11,3,23,13,θελω δε υμασ ειδεναι οτι παντοσ ανδροσ η κεφαλη ο χριστοσ εστιν κεφαλη δε γυναικοσ ο ανηρ κεφαλη δε του χριστου ο θεοσ,θελω ειδεναι παντοσ ανδροσ κεφαλη χριστοσ εστιν κεφαλη γυναικοσ ανηρ κεφαλη χριστου θεοσ,θελω δε συ οιδα οτι πασ ανηρ ο κεφαλη ο χριστοσ ειμι κεφαλη δε γυνη ο ανηρ κεφαλη δε ο χριστοσ ο θεοσ,θελω οιδα πασ ανηρ κεφαλη χριστοσ ειμι κεφαλη γυνη ανηρ κεφαλη χριστοσ θεοσ,V- C- RP V- C- A- N- RA N- RA N- V- N- C- N- RA N- N- C- RA N- RA N-,main_text
