rank_in_chain,mark_idx,matt_idx,mark_ref,matt_ref,score,lemma_dice,token_dice,bigram_dice,trigram_dice,lcs_len,lcs_ratio,content_dice,mark_variant_note_count,matt_variant_note_count,mark_bracketed,matt_bracketed,mark_text,matt_text
300,551,926,Mark 14:17,Matt 26:20,0.606758,0.700704,0.666667,0.307692,0.181818,3,0.428571,0.735336,0,0,False,False,Καὶ ὀψίας γενομένης ἔρχεται μετὰ τῶν δώδεκα.,Ὀψίας δὲ γενομένης ἀνέκειτο μετὰ τῶν δώδεκα ⸀μαθητῶν
301,552,927,Mark 14:18,Matt 26:21,0.692818,0.757231,0.764706,0.625,0.533333,10,0.769231,0.711263,1,0,False,False,καὶ ἀνακειμένων αὐτῶν καὶ ἐσθιόντων ⸂ὁ Ἰησοῦς εἶπεν⸃· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με ὁ ἐσθίων μετʼ ἐμοῦ.,καὶ ἐσθιόντων αὐτῶν εἶπεν· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με.
302,553,928,Mark 14:19,Matt 26:22,0.578654,0.677649,0.636364,0.3,0.111111,3,0.3,0.7078,2,0,False,False,⸀ἤρξαντο λυπεῖσθαι καὶ λέγειν αὐτῷ εἷς κατὰ εἷς· Μήτι ⸀ἐγώ;,"καὶ λυπούμενοι σφόδρα ἤρξαντο λέγειν αὐτῷ ⸂εἷς ἕκαστος⸃· Μήτι ἐγώ εἰμι, κύριε;"
303,554,929,Mark 14:20,Matt 26:23,0.501238,0.641244,0.4,0.142857,0.0,2,0.142857,0.593993,3,0,False,False,"ὁ ⸀δὲ εἶπεν αὐτοῖς· ⸀Εἷς τῶν δώδεκα, ὁ ἐμβαπτόμενος μετʼ ἐμοῦ εἰς ⸀τὸ τρύβλιον·",ὁ δὲ ἀποκριθεὶς εἶπεν· Ὁ ἐμβάψας μετʼ ἐμοῦ ⸂τὴν χεῖρα ἐν τῷ τρυβλίῳ⸃ οὗτός με παραδώσει·
304,555,930,Mark 14:21,Matt 26:24,0.725549,0.974176,0.967742,0.933333,0.896552,23,0.741935,1.0,2,0,False,False,"⸀ὅτι ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· ⸀καλὸν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος.","ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· καλὸν ἦν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος."
305,556,932,Mark 14:22,Matt 26:26,0.697734,0.857117,0.75,0.421053,0.222222,5,0.277778,0.878602,2,0,False,False,"Καὶ ἐσθιόντων αὐτῶν ⸀λαβὼν ἄρτον εὐλογήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς καὶ εἶπεν· ⸀Λάβετε, τοῦτό ἐστιν τὸ σῶμά μου.","Ἐσθιόντων δὲ αὐτῶν λαβὼν ὁ Ἰησοῦς ⸀ἄρτον καὶ ⸀εὐλογήσας ἔκλασεν καὶ ⸂δοὺς τοῖς μαθηταῖς⸃ εἶπεν· Λάβετε φάγετε, τοῦτό ἐστιν τὸ σῶμά μου."
306,557,933,Mark 14:23,Matt 26:27,0.76241,0.975401,0.869565,0.571429,0.315789,3,0.272727,0.970815,1,0,False,False,"καὶ ⸀λαβὼν ποτήριον εὐχαριστήσας ἔδωκεν αὐτοῖς, καὶ ἔπιον ἐξ αὐτοῦ πάντες.","καὶ ⸀λαβὼν ποτήριον καὶ εὐχαριστήσας ἔδωκεν αὐτοῖς λέγων· Πίετε ἐξ αὐτοῦ πάντες,"
307,558,934,Mark 14:24,Matt 26:28,0.639363,0.672993,0.689655,0.444444,0.4,7,0.5,0.643211,2,0,False,False,καὶ εἶπεν αὐτοῖς· Τοῦτό ἐστιν τὸ αἷμά μου ⸀τῆς διαθήκης τὸ ⸂ἐκχυννόμενον ὑπὲρ πολλῶν⸃.,τοῦτο γάρ ἐστιν τὸ αἷμά ⸀μου ⸀τῆς διαθήκης τὸ περὶ πολλῶν ἐκχυννόμενον εἰς ἄφεσιν ἁμαρτιῶν·
308,559,935,Mark 14:25,Matt 26:29,0.757064,0.771835,0.785714,0.592593,0.5,11,0.423077,0.781191,0,0,False,False,ἀμὴν λέγω ὑμῖν ὅτι οὐκέτι οὐ μὴ πίω ἐκ τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ θεοῦ.,"λέγω δὲ ⸀ὑμῖν, οὐ μὴ πίω ἀπʼ ἄρτι ἐκ τούτου τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω μεθʼ ὑμῶν καινὸν ἐν τῇ βασιλείᾳ τοῦ πατρός μου."
309,560,936,Mark 14:26,Matt 26:30,0.939266,1.0,1.0,1.0,1.0,8,1.0,1.0,0,0,False,False,Καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.,καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.
310,561,937,Mark 14:27,Matt 26:31,0.591702,0.701382,0.666667,0.35,0.210526,4,0.235294,0.819246,2,0,False,False,"Καὶ λέγει αὐτοῖς ὁ Ἰησοῦς ὅτι Πάντες ⸀σκανδαλισθήσεσθε, ὅτι γέγραπται· Πατάξω τὸν ποιμένα, καὶ ⸂τὰ πρόβατα διασκορπισθήσονται⸃.","Τότε λέγει αὐτοῖς ὁ Ἰησοῦς· Πάντες ὑμεῖς σκανδαλισθήσεσθε ἐν ἐμοὶ ἐν τῇ νυκτὶ ταύτῃ, γέγραπται γάρ· Πατάξω τὸν ποιμένα, καὶ ⸀διασκορπισθήσονται τὰ πρόβατα τῆς ποίμνης·"
311,562,938,Mark 14:28,Matt 26:32,0.796567,0.903949,0.9,0.777778,0.75,8,0.8,1.0,0,0,False,False,ἀλλὰ μετὰ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν.,μετὰ δὲ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν.
312,563,939,Mark 14:29,Matt 26:33,0.528763,0.5767,0.615385,0.166667,0.0,2,0.166667,0.561784,1,0,False,False,"ὁ δὲ Πέτρος ἔφη αὐτῷ· ⸂Εἰ καὶ⸃ πάντες σκανδαλισθήσονται, ἀλλʼ οὐκ ἐγώ.","ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν αὐτῷ· Εἰ πάντες σκανδαλισθήσονται ἐν σοί, ⸀ἐγὼ οὐδέποτε σκανδαλισθήσομαι."
313,564,940,Mark 14:30,Matt 26:34,0.65413,0.800142,0.8,0.578947,0.444444,7,0.388889,0.834168,2,0,False,False,καὶ λέγει αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι σὺ σήμερον ⸂ταύτῃ τῇ νυκτὶ⸃ πρὶν ἢ δὶς ἀλέκτορα φωνῆσαι τρίς ⸂με ἀπαρνήσῃ⸃.,ἔφη αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι ἐν ταύτῃ τῇ νυκτὶ πρὶν ἀλέκτορα φωνῆσαι τρὶς ἀπαρνήσῃ με.
314,565,941,Mark 14:31,Matt 26:35,0.455496,0.471348,0.526316,0.277778,0.117647,4,0.222222,0.340154,3,0,False,False,"ὁ δὲ ⸂ἐκπερισσῶς ἐλάλει⸃· Ἐὰν ⸂δέῃ με⸃ συναποθανεῖν σοι, οὐ μή σε ⸀ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον.","λέγει αὐτῷ ὁ Πέτρος· Κἂν δέῃ με σὺν σοὶ ἀποθανεῖν, οὐ μή σε ⸀ἀπαρνήσομαι. ⸀ὁμοίως καὶ πάντες οἱ μαθηταὶ εἶπαν."
315,566,942,Mark 14:32,Matt 26:36,0.530201,0.708566,0.631579,0.277778,0.176471,5,0.294118,0.743796,0,0,False,False,"Καὶ ἔρχονται εἰς χωρίον οὗ τὸ ὄνομα Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς αὐτοῦ· Καθίσατε ὧδε ἕως προσεύξωμαι.","Τότε ἔρχεται μετʼ αὐτῶν ὁ Ἰησοῦς εἰς χωρίον λεγόμενον Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς· Καθίσατε αὐτοῦ ἕως οὗ ἀπελθὼν ⸂ἐκεῖ προσεύξωμαι⸃."
316,567,943,Mark 14:33,Matt 26:37,0.516255,0.539579,0.5,0.230769,0.083333,3,0.230769,0.50908,2,0,False,False,"καὶ παραλαμβάνει τὸν Πέτρον καὶ ⸂Ἰάκωβον καὶ⸃ Ἰωάννην μετʼ ⸀αὐτοῦ, καὶ ἤρξατο ἐκθαμβεῖσθαι καὶ ἀδημονεῖν,",καὶ παραλαβὼν τὸν Πέτρον καὶ τοὺς δύο υἱοὺς Ζεβεδαίου ἤρξατο λυπεῖσθαι καὶ ἀδημονεῖν.
317,568,944,Mark 14:34,Matt 26:38,0.796165,0.898615,0.866667,0.857143,0.846154,13,0.928571,0.920958,0,0,False,False,καὶ λέγει αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε.,τότε λέγει ⸀αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε μετʼ ἐμοῦ.
318,569,945,Mark 14:35,Matt 26:39,0.519396,0.597616,0.425532,0.177778,0.093023,3,0.166667,0.599572,1,0,False,False,"καὶ ⸂προελθὼν μικρὸν ἔπιπτεν⸃ ἐπὶ τῆς γῆς, καὶ προσηύχετο ἵνα εἰ δυνατόν ἐστιν παρέλθῃ ἀπʼ αὐτοῦ ἡ ὥρα,","καὶ ⸀προελθὼν μικρὸν ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ προσευχόμενος καὶ λέγων· Πάτερ μου, εἰ δυνατόν ἐστιν, παρελθάτω ἀπʼ ἐμοῦ τὸ ποτήριον τοῦτο· πλὴν οὐχ ὡς ἐγὼ θέλω ἀλλʼ ὡς σύ."
319,571,946,Mark 14:37,Matt 26:40,0.717432,0.761315,0.736842,0.555556,0.411765,8,0.470588,0.753969,0,0,False,False,"καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι;","καὶ ἔρχεται πρὸς τοὺς μαθητὰς καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Οὕτως οὐκ ἰσχύσατε μίαν ὥραν γρηγορῆσαι μετʼ ἐμοῦ;"
320,572,947,Mark 14:38,Matt 26:41,0.845791,0.944337,0.9375,0.866667,0.785714,10,0.625,0.929728,1,0,False,False,"γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ⸀ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.","γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ εἰσέλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής."
321,573,948,Mark 14:39,Matt 26:42,0.38734,0.356376,0.206897,0.074074,0.0,2,0.25,0.446459,0,0,False,False,καὶ πάλιν ἀπελθὼν προσηύξατο τὸν αὐτὸν λόγον εἰπών.,"πάλιν ἐκ δευτέρου ἀπελθὼν προσηύξατο λέγων· Πάτερ μου, εἰ οὐ δύναται ⸀τοῦτο ⸀παρελθεῖν ἐὰν μὴ αὐτὸ πίω, γενηθήτω τὸ θέλημά σου."
322,574,949,Mark 14:40,Matt 26:43,0.566826,0.67835,0.733333,0.5,0.461538,8,0.666667,0.64941,4,0,False,False,"καὶ ⸂πάλιν ἐλθὼν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ ⸂αὐτῶν οἱ ὀφθαλμοὶ⸃ ⸀καταβαρυνόμενοι, καὶ οὐκ ᾔδεισαν τί ⸂ἀποκριθῶσιν αὐτῷ⸃.","καὶ ἐλθὼν ⸂πάλιν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ αὐτῶν οἱ ὀφθαλμοὶ βεβαρημένοι."
323,575,951,Mark 14:41,Matt 26:45,0.698193,0.79657,0.792453,0.431373,0.326531,8,0.307692,0.769956,1,0,False,False,"καὶ ἔρχεται τὸ τρίτον καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἀπέχει· ἦλθεν ἡ ὥρα, ἰδοὺ παραδίδοται ὁ υἱὸς τοῦ ἀνθρώπου εἰς τὰς χεῖρας τῶν ἁμαρτωλῶν.",τότε ἔρχεται πρὸς τοὺς ⸀μαθητὰς καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἰδοὺ ἤγγικεν ἡ ὥρα καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς χεῖρας ἁμαρτωλῶν.
324,576,952,Mark 14:42,Matt 26:46,0.816691,1.0,1.0,0.666667,0.4,3,0.428571,1.0,0,0,False,False,ἐγείρεσθε ἄγωμεν· ἰδοὺ ὁ παραδιδούς με ἤγγικεν.,ἐγείρεσθε ἄγωμεν· ἰδοὺ ἤγγικεν ὁ παραδιδούς με.
325,577,953,Mark 14:43,Matt 26:47,0.683362,0.762114,0.754717,0.509804,0.326531,4,0.153846,0.810822,4,0,False,False,Καὶ ⸀εὐθὺς ἔτι αὐτοῦ λαλοῦντος παραγίνεται ⸀Ἰούδας ⸀εἷς τῶν δώδεκα καὶ μετʼ αὐτοῦ ⸀ὄχλος μετὰ μαχαιρῶν καὶ ξύλων παρὰ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ τῶν πρεσβυτέρων.,Καὶ ἔτι αὐτοῦ λαλοῦντος ἰδοὺ Ἰούδας εἷς τῶν δώδεκα ἦλθεν καὶ μετʼ αὐτοῦ ὄχλος πολὺς μετὰ μαχαιρῶν καὶ ξύλων ἀπὸ τῶν ἀρχιερέων καὶ πρεσβυτέρων τοῦ λαοῦ.
326,578,954,Mark 14:44,Matt 26:48,0.664158,0.742426,0.787879,0.516129,0.413793,8,0.533333,0.696055,1,0,False,False,δεδώκει δὲ ὁ παραδιδοὺς αὐτὸν σύσσημον αὐτοῖς λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτὸν καὶ ⸀ἀπάγετε ἀσφαλῶς.,ὁ δὲ παραδιδοὺς αὐτὸν ἔδωκεν αὐτοῖς σημεῖον λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτόν.
327,579,955,Mark 14:45,Matt 26:49,0.5617,0.655781,0.571429,0.315789,0.235294,4,0.4,0.63967,2,0,False,False,"καὶ ἐλθὼν ⸀εὐθὺς προσελθὼν αὐτῷ λέγει· ⸀Ῥαββί, καὶ κατεφίλησεν αὐτόν.","καὶ εὐθέως προσελθὼν τῷ Ἰησοῦ εἶπεν· Χαῖρε, ῥαββί· καὶ κατεφίλησεν αὐτόν."
328,580,956,Mark 14:46,Matt 26:50,0.448544,0.541544,0.482759,0.222222,0.08,3,0.333333,0.484081,1,0,False,False,οἱ δὲ ἐπέβαλαν ⸂τὰς χεῖρας αὐτῷ⸃ καὶ ἐκράτησαν αὐτόν.,"ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ· Ἑταῖρε, ἐφʼ ⸀ὃ πάρει. τότε προσελθόντες ἐπέβαλον τὰς χεῖρας ἐπὶ τὸν Ἰησοῦν καὶ ἐκράτησαν αὐτόν."
329,581,957,Mark 14:47,Matt 26:51,0.413514,0.449904,0.585366,0.307692,0.162162,4,0.222222,0.421687,2,0,False,False,εἷς δέ ⸀τις τῶν παρεστηκότων σπασάμενος τὴν μάχαιραν ἔπαισεν τὸν δοῦλον τοῦ ἀρχιερέως καὶ ἀφεῖλεν αὐτοῦ τὸ ⸀ὠτάριον.,καὶ ἰδοὺ εἷς τῶν μετὰ Ἰησοῦ ἐκτείνας τὴν χεῖρα ἀπέσπασεν τὴν μάχαιραν αὐτοῦ καὶ πατάξας τὸν δοῦλον τοῦ ἀρχιερέως ἀφεῖλεν αὐτοῦ τὸ ὠτίον.
330,582,961,Mark 14:48,Matt 26:55,0.539297,0.623481,0.608696,0.454545,0.380952,10,0.625,0.670724,0,0,False,False,καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με;,ἐν ἐκείνῃ τῇ ὥρᾳ εἶπεν ὁ Ἰησοῦς τοῖς ὄχλοις· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με; καθʼ ⸀ἡμέραν ⸂ἐν τῷ ἱερῷ ἐκαθεζόμην διδάσκων⸃ καὶ οὐκ ἐκρατήσατέ με.
331,584,962,Mark 14:50,Matt 26:56,0.36158,0.387848,0.363636,0.2,0.111111,3,0.6,0.425555,1,0,False,False,καὶ ἀφέντες αὐτὸν ⸂ἔφυγον πάντες⸃.,τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῶσιν αἱ γραφαὶ τῶν προφητῶν. τότε οἱ μαθηταὶ πάντες ἀφέντες αὐτὸν ἔφυγον.
332,587,963,Mark 14:53,Matt 26:57,0.502357,0.613508,0.685714,0.30303,0.064516,3,0.176471,0.596352,1,0,False,False,"Καὶ ἀπήγαγον τὸν Ἰησοῦν πρὸς τὸν ἀρχιερέα, καὶ ⸀συνέρχονται πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι καὶ οἱ γραμματεῖς.","Οἱ δὲ κρατήσαντες τὸν Ἰησοῦν ἀπήγαγον πρὸς Καϊάφαν τὸν ἀρχιερέα, ὅπου οἱ γραμματεῖς καὶ οἱ πρεσβύτεροι συνήχθησαν."
333,588,964,Mark 14:54,Matt 26:58,0.524594,0.692064,0.595745,0.222222,0.093023,3,0.136364,0.682378,0,0,False,False,καὶ ὁ Πέτρος ἀπὸ μακρόθεν ἠκολούθησεν αὐτῷ ἕως ἔσω εἰς τὴν αὐλὴν τοῦ ἀρχιερέως καὶ ἦν συγκαθήμενος μετὰ τῶν ὑπηρετῶν καὶ θερμαινόμενος πρὸς τὸ φῶς.,"ὁ δὲ Πέτρος ἠκολούθει αὐτῷ ἀπὸ μακρόθεν ἕως τῆς αὐλῆς τοῦ ἀρχιερέως, καὶ εἰσελθὼν ἔσω ἐκάθητο μετὰ τῶν ὑπηρετῶν ἰδεῖν τὸ τέλος."
334,589,965,Mark 14:55,Matt 26:59,0.573288,0.728946,0.705882,0.375,0.2,4,0.266667,0.704655,0,0,False,False,"οἱ δὲ ἀρχιερεῖς καὶ ὅλον τὸ συνέδριον ἐζήτουν κατὰ τοῦ Ἰησοῦ μαρτυρίαν εἰς τὸ θανατῶσαι αὐτόν, καὶ οὐχ ηὕρισκον·","οἱ δὲ ἀρχιερεῖς ⸀καὶ τὸ συνέδριον ὅλον ἐζήτουν ψευδομαρτυρίαν κατὰ τοῦ Ἰησοῦ ὅπως ⸂αὐτὸν θανατώσωσιν⸃,"
335,592,967,Mark 14:58,Matt 26:61,0.379377,0.61599,0.352941,0.25,0.133333,4,0.285714,0.628777,0,0,False,False,ὅτι Ἡμεῖς ἠκούσαμεν αὐτοῦ λέγοντος ὅτι Ἐγὼ καταλύσω τὸν ναὸν τοῦτον τὸν χειροποίητον καὶ διὰ τριῶν ἡμερῶν ἄλλον ἀχειροποίητον οἰκοδομήσω·,εἶπαν· Οὗτος ἔφη· Δύναμαι καταλῦσαι τὸν ναὸν τοῦ θεοῦ καὶ διὰ τριῶν ἡμερῶν ⸀οἰκοδομῆσαι.
336,594,968,Mark 14:60,Matt 26:62,0.601226,0.781821,0.689655,0.444444,0.32,4,0.333333,0.792768,0,0,False,False,καὶ ἀναστὰς ὁ ἀρχιερεὺς εἰς μέσον ἐπηρώτησεν τὸν Ἰησοῦν λέγων· Οὐκ ἀποκρίνῃ οὐδέν; τί οὗτοί σου καταμαρτυροῦσιν;,καὶ ἀναστὰς ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Οὐδὲν ἀποκρίνῃ; τί οὗτοί σου καταμαρτυροῦσιν;
337,595,969,Mark 14:61,Matt 26:63,0.481808,0.487698,0.54902,0.367347,0.212766,7,0.304348,0.445778,1,0,False,False,ὁ δὲ ἐσιώπα καὶ ⸂οὐκ ἀπεκρίνατο οὐδέν⸃. πάλιν ὁ ἀρχιερεὺς ἐπηρώτα αὐτὸν καὶ λέγει αὐτῷ· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ εὐλογητοῦ;,ὁ δὲ Ἰησοῦς ἐσιώπα. ⸀καὶ ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Ἐξορκίζω σε κατὰ τοῦ θεοῦ τοῦ ζῶντος ἵνα ἡμῖν εἴπῃς εἰ σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ.
338,596,970,Mark 14:62,Matt 26:64,0.585256,0.729727,0.692308,0.44,0.291667,5,0.208333,0.782182,0,0,False,False,"ὁ δὲ Ἰησοῦς εἶπεν· Ἐγώ εἰμι, καὶ ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν καθήμενον τῆς δυνάμεως καὶ ἐρχόμενον μετὰ τῶν νεφελῶν τοῦ οὐρανοῦ.","λέγει αὐτῷ ὁ Ἰησοῦς· Σὺ εἶπας· πλὴν λέγω ὑμῖν, ἀπʼ ἄρτι ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου καθήμενον ἐκ δεξιῶν τῆς δυνάμεως καὶ ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ."
339,597,971,Mark 14:63,Matt 26:65,0.526199,0.643263,0.5,0.266667,0.214286,5,0.384615,0.646987,0,0,False,False,ὁ δὲ ἀρχιερεὺς διαρρήξας τοὺς χιτῶνας αὐτοῦ λέγει· Τί ἔτι χρείαν ἔχομεν μαρτύρων;,τότε ὁ ἀρχιερεὺς διέρρηξεν τὰ ἱμάτια αὐτοῦ ⸀λέγων· Ἐβλασφήμησεν· τί ἔτι χρείαν ἔχομεν μαρτύρων; ἴδε νῦν ἠκούσατε τὴν ⸀βλασφημίαν·
340,598,972,Mark 14:64,Matt 26:66,0.410916,0.541499,0.416667,0.181818,0.0,2,0.2,0.445084,1,0,False,False,ἠκούσατε τῆς βλασφημίας· τί ὑμῖν φαίνεται; οἱ δὲ πάντες κατέκριναν αὐτὸν ⸂ἔνοχον εἶναι⸃ θανάτου.,τί ὑμῖν δοκεῖ; οἱ δὲ ἀποκριθέντες εἶπαν· Ἔνοχος θανάτου ἐστίν.
341,599,973,Mark 14:65,Matt 26:67,0.321707,0.434888,0.342857,0.060606,0.0,2,0.166667,0.427409,2,0,False,False,"καὶ ἤρξαντό τινες ἐμπτύειν αὐτῷ καὶ περικαλύπτειν ⸂αὐτοῦ τὸ πρόσωπον⸃ καὶ κολαφίζειν αὐτὸν καὶ λέγειν αὐτῷ· Προφήτευσον, καὶ οἱ ὑπηρέται ῥαπίσμασιν αὐτὸν ⸀ἔλαβον.","τότε ἐνέπτυσαν εἰς τὸ πρόσωπον αὐτοῦ καὶ ἐκολάφισαν αὐτόν, οἱ δὲ ἐράπισαν"
342,600,975,Mark 14:66,Matt 26:69,0.353177,0.528793,0.342857,0.121212,0.064516,3,0.214286,0.467584,1,0,False,False,"Καὶ ὄντος τοῦ Πέτρου ⸂κάτω ἐν τῇ αὐλῇ⸃ ἔρχεται μία τῶν παιδισκῶν τοῦ ἀρχιερέως,",Ὁ δὲ Πέτρος ⸂ἐκάθητο ἔξω⸃ ἐν τῇ αὐλῇ· καὶ προσῆλθεν αὐτῷ μία παιδίσκη λέγουσα· Καὶ σὺ ἦσθα μετὰ Ἰησοῦ τοῦ Γαλιλαίου·
343,602,976,Mark 14:68,Matt 26:70,0.335568,0.379072,0.466667,0.214286,0.076923,3,0.3,0.373364,2,0,False,False,"ὁ δὲ ἠρνήσατο λέγων· ⸂Οὔτε οἶδα οὔτε ἐπίσταμαι σὺ τί⸃ λέγεις, καὶ ἐξῆλθεν ἔξω εἰς τὸ προαύλιον ⸂καὶ ἀλέκτωρ ἐφώνησεν⸃.",ὁ δὲ ἠρνήσατο ⸀ἔμπροσθεν πάντων λέγων· Οὐκ οἶδα τί λέγεις.
344,604,979,Mark 14:70,Matt 26:73,0.494842,0.600952,0.653061,0.382979,0.222222,5,0.217391,0.519323,1,0,False,False,"ὁ δὲ πάλιν ἠρνεῖτο. καὶ μετὰ μικρὸν πάλιν οἱ παρεστῶτες ἔλεγον τῷ Πέτρῳ· Ἀληθῶς ἐξ αὐτῶν εἶ, καὶ γὰρ Γαλιλαῖος εἶ ⸂καὶ ἡ λαλιά σου ὁμοιάζει⸃·","μετὰ μικρὸν δὲ προσελθόντες οἱ ἑστῶτες εἶπον τῷ Πέτρῳ· Ἀληθῶς καὶ σὺ ἐξ αὐτῶν εἶ, καὶ γὰρ ἡ λαλιά σου δῆλόν σε ποιεῖ·"
345,605,980,Mark 14:71,Matt 26:74,0.455907,0.518176,0.5,0.307692,0.25,5,0.357143,0.451368,0,0,False,False,ὁ δὲ ἤρξατο ἀναθεματίζειν καὶ ὀμνύναι ὅτι Οὐκ οἶδα τὸν ἄνθρωπον τοῦτον ὃν λέγετε.,τότε ἤρξατο καταθεματίζειν καὶ ὀμνύειν ὅτι Οὐκ οἶδα τὸν ἄνθρωπον. καὶ ⸀εὐθέως ἀλέκτωρ ἐφώνησεν·
346,606,981,Mark 14:72,Matt 26:75,0.443025,0.617642,0.458333,0.173913,0.090909,4,0.2,0.593815,3,0,False,False,"καὶ ⸀εὐθὺς ἐκ δευτέρου ἀλέκτωρ ἐφώνησεν· καὶ ἀνεμνήσθη ὁ Πέτρος τὸ ῥῆμα ⸀ὡς εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι Πρὶν ἀλέκτορα ⸂φωνῆσαι δὶς τρίς με ἀπαρνήσῃ⸃, καὶ ἐπιβαλὼν ἔκλαιεν.","καὶ ἐμνήσθη ὁ Πέτρος τοῦ ⸀ῥήματος Ἰησοῦ ⸀εἰρηκότος ὅτι Πρὶν ἀλέκτορα φωνῆσαι τρὶς ἀπαρνήσῃ με, καὶ ἐξελθὼν ἔξω ἔκλαυσεν πικρῶς."
